,PS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WD10M,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE,WD50M
20210603,100.26,2.87,3.55,2.3,1.25,219.44,4.57,6.29,2.9,3.39,220.06
20210604,100.22,2.52,3.34,1.73,1.62,224.88,4.12,6.9,2.22,4.67,226.31
20210605,100.14,3.4,4.67,2.31,2.36,239.38,5.48,6.94,3.66,3.28,239.94
20210606,100.05,3.58,5.38,2.32,3.05,222.31,5.73,7.31,3.23,4.08,223.31
20210607,99.94,5.01,5.8,3.72,2.08,215.69,7.23,8.8,6.16,2.65,216.81
20210608,99.79,4.42,5.85,3.38,2.47,209.94,6.17,8.5,4.28,4.21,211.06
20210609,99.73,3.82,6.37,0.03,6.34,169.75,5.13,9.01,0.05,8.96,167.69
20210610,99.56,2.04,3.05,0.97,2.09,151.19,3.22,4.28,1.67,2.6,151.44
20210611,99.36,2.23,3.55,0.95,2.61,68.38,3.21,4.31,1.55,2.76,53.81
20210612,99.42,1.66,3.3,0.38,2.91,210.69,2.7,6.03,0.72,5.31,211.25
20210613,99.46,3.03,4.12,1.54,2.58,150.56,4.56,5.98,2.97,3.01,150.81
20210614,99.25,4.02,5.21,3.11,2.1,164.69,5.73,6.66,4.09,2.55,165.62
20210615,99.22,3.09,4.05,2.49,1.55,221.19,4.78,6.72,3.31,3.41,222.56
20210616,99.39,4.12,6.65,2.62,4.03,217.12,5.89,9.0,4.16,4.84,218.31
20210617,99.46,6.67,8.14,4.02,4.12,239.06,8.77,10.22,5.4,4.82,240.31
20210618,99.8,3.61,4.52,2.62,1.9,194.5,5.44,7.3,3.45,3.85,195.94
20210619,99.88,3.95,5.84,2.42,3.42,205.31,5.5,7.22,3.8,3.42,205.75
20210620,99.96,3.87,4.66,3.27,1.39,216.88,5.74,6.68,4.7,1.98,217.88
20210621,99.93,2.8,4.41,1.8,2.62,217.19,4.46,5.89,2.65,3.25,217.75
20210622,99.86,3.27,4.69,1.77,2.91,190.38,4.78,6.89,2.66,4.23,191.12
20210623,99.93,6.13,8.11,3.07,5.04,171.94,8.23,10.58,5.38,5.2,173.06
20210624,99.86,4.09,5.22,2.84,2.38,185.56,5.86,8.38,4.01,4.37,186.75
20210625,99.72,2.59,4.84,1.11,3.73,176.0,4.02,7.38,1.16,6.21,177.12
20210626,99.89,4.39,6.69,2.53,4.16,167.31,6.21,7.83,4.23,3.59,167.69
20210627,100.17,3.59,5.55,1.69,3.86,178.44,5.09,7.04,2.59,4.45,178.88
20210628,100.17,4.78,5.91,2.91,3.0,200.12,6.66,7.76,5.0,2.76,200.81
20210629,99.97,5.09,5.84,3.93,1.91,208.38,7.02,8.41,6.21,2.2,209.44
20210630,99.79,5.1,5.88,4.1,1.78,209.62,7.18,8.24,6.05,2.19,210.62
20210701,99.66,4.99,6.14,4.16,1.98,211.56,6.91,9.14,5.14,4.01,212.81
20210702,99.81,3.57,6.19,2.01,4.18,209.56,5.25,9.02,3.41,5.61,210.44
20210703,99.88,1.95,2.73,0.66,2.06,240.75,3.1,5.43,1.14,4.29,241.44
20210704,99.99,2.47,2.8,1.94,0.86,205.06,4.05,5.61,2.09,3.52,206.06
20210705,99.97,2.04,2.79,1.69,1.1,202.31,3.33,5.7,1.84,3.86,202.31
20210706,99.8,2.46,4.05,0.65,3.39,210.56,3.86,6.13,0.71,5.42,211.44
20210707,99.83,3.45,5.2,2.07,3.13,199.81,5.21,7.77,3.91,3.84,200.5
20210708,99.82,4.01,5.57,3.03,2.55,157.69,5.91,6.68,5.2,1.48,158.06
20210709,99.75,3.65,5.37,1.98,3.38,164.5,5.48,6.73,3.7,3.03,164.69
20210710,99.76,2.92,3.84,1.57,2.27,154.19,4.52,6.35,2.88,3.47,154.25
20210711,99.95,3.09,4.79,0.73,4.05,122.5,4.45,6.95,1.07,5.88,122.69
20210712,100.09,3.49,5.72,1.34,4.38,114.62,5.08,6.75,2.2,4.55,114.81
20210713,100.0,3.27,5.18,1.54,3.64,131.0,4.84,6.46,2.98,3.48,131.19
20210714,100.04,4.63,6.81,2.41,4.41,159.25,6.84,8.21,5.12,3.09,159.5
20210715,100.14,2.97,3.56,1.97,1.59,180.75,4.74,6.91,3.4,3.51,180.88
20210716,100.29,2.38,3.71,0.91,2.8,190.94,3.99,6.45,1.05,5.4,191.75
20210717,100.17,3.6,4.5,2.73,1.77,197.25,5.5,7.03,4.0,3.03,197.88
20210718,99.92,3.6,4.96,2.33,2.63,197.81,5.43,7.87,4.03,3.84,198.62
20210719,99.75,3.18,4.6,2.43,2.18,193.94,4.97,7.17,3.83,3.34,194.5
20210720,99.7,2.09,3.2,1.24,1.96,237.88,3.39,4.88,1.48,3.41,238.31
20210721,99.43,2.14,3.03,0.98,2.06,138.0,3.3,5.7,1.62,4.09,137.5
20210722,99.21,3.81,6.69,1.26,5.43,102.0,5.45,7.95,2.51,5.44,101.94
20210723,99.05,5.0,8.02,1.82,6.2,100.31,6.83,9.64,3.8,5.84,100.81
20210724,99.35,4.91,6.86,3.63,3.23,165.25,6.92,9.26,4.23,5.03,165.94
20210725,99.57,2.67,3.57,1.86,1.71,187.75,4.23,6.19,2.54,3.65,188.44
20210726,99.46,3.62,5.34,2.37,2.98,246.38,5.65,7.16,4.52,2.64,247.0
20210727,99.3,3.32,3.96,2.22,1.74,241.31,5.23,6.64,3.36,3.28,242.38
20210728,99.25,4.3,6.09,2.63,3.45,259.88,6.49,7.43,4.51,2.93,260.88
20210729,99.06,7.62,11.72,2.23,9.48,289.12,10.39,15.01,3.67,11.33,290.88
20210730,99.32,4.97,5.97,3.07,2.89,218.38,6.88,7.88,5.75,2.12,219.25
20210731,99.64,4.88,5.77,3.84,1.92,190.75,6.76,8.66,4.83,3.84,191.88
20210801,99.61,3.64,5.01,2.88,2.13,203.62,5.36,7.8,3.52,4.27,205.0
20210802,99.71,3.02,4.14,2.27,1.87,224.19,4.66,6.9,2.79,4.11,225.06
20210803,99.72,1.7,2.88,0.4,2.48,46.25,2.41,4.41,0.66,3.75,44.88
20210804,99.76,2.36,4.81,0.49,4.31,259.19,3.45,7.1,0.91,6.18,259.81
20210805,99.65,3.63,5.38,1.7,3.67,298.69,5.38,8.2,2.35,5.84,299.12
20210806,99.66,2.98,4.11,1.95,2.16,229.81,4.78,6.86,2.17,4.69,230.88
20210807,99.89,2.59,4.13,1.89,2.24,188.56,4.27,6.88,2.28,4.6,188.81
20210808,100.11,3.02,3.88,2.33,1.55,210.38,4.94,6.23,3.6,2.62,211.06
20210809,100.1,3.52,4.61,2.18,2.43,224.69,5.48,6.99,4.21,2.77,225.25
20210810,99.86,3.41,4.18,1.95,2.24,218.62,5.27,6.66,3.77,2.9,219.38
20210811,99.83,3.82,4.55,2.9,1.66,191.25,5.66,7.06,4.7,2.37,192.12
20210812,99.92,3.38,7.27,0.23,7.04,231.5,5.26,9.23,0.3,8.93,230.56
20210813,99.95,2.14,3.2,1.0,2.2,210.0,3.69,6.23,1.07,5.16,211.0
20210814,99.77,2.62,3.62,1.7,1.92,231.75,4.34,6.08,2.54,3.54,232.25
20210815,99.86,1.9,2.97,0.36,2.61,183.25,3.4,5.7,0.38,5.32,183.5
20210816,100.06,2.48,3.43,1.53,1.9,131.69,4.02,6.3,2.47,3.83,131.81
20210817,100.0,3.16,4.82,0.37,4.45,141.12,4.84,6.59,0.6,5.98,141.44
20210818,99.94,3.65,5.24,1.46,3.78,183.94,5.3,7.31,2.7,4.62,184.5
20210819,99.98,4.36,5.17,3.09,2.07,180.94,6.41,7.52,5.2,2.31,181.81
20210820,100.27,4.2,5.8,2.91,2.9,168.69,6.38,7.27,5.17,2.1,169.38
20210821,100.46,3.97,5.24,2.96,2.28,177.62,6.01,6.73,4.73,2.0,178.06
20210822,100.33,3.48,4.8,2.02,2.77,205.69,5.41,7.48,3.34,4.13,206.12
20210823,100.18,3.24,4.52,1.85,2.66,224.25,4.94,7.04,3.42,3.62,225.12
20210824,100.04,2.43,3.0,1.94,1.06,228.38,4.19,5.56,3.01,2.55,229.12
20210825,99.82,3.1,4.16,2.08,2.08,223.75,5.02,6.35,3.8,2.54,224.38
20210826,99.75,1.88,2.82,0.42,2.4,287.81,3.03,5.22,0.7,4.52,287.81
20210827,99.86,3.37,4.65,0.73,3.93,132.44,4.98,6.58,1.22,5.36,132.88
20210828,99.81,3.9,5.65,2.45,3.2,123.94,5.99,7.06,5.1,1.96,124.31
20210829,99.93,3.62,5.53,1.8,3.73,122.94,5.52,7.02,3.97,3.05,123.19
20210830,100.24,3.48,5.41,2.17,3.24,113.19,5.62,6.94,4.83,2.11,113.56
20210831,100.41,3.53,5.07,2.03,3.05,139.75,5.55,6.3,4.5,1.8,140.0
20210901,100.42,2.48,3.42,1.59,1.83,191.56,3.91,6.41,2.42,3.99,191.94
20210902,100.27,2.03,3.26,1.35,1.91,189.06,3.27,6.16,1.53,4.62,189.44
20210903,100.1,2.04,2.77,1.12,1.65,198.31,3.33,6.09,1.22,4.88,198.81
20210904,99.96,2.02,3.34,1.06,2.27,171.19,3.44,6.34,1.38,4.95,170.56
20210905,99.89,2.44,4.61,0.29,4.32,119.5,3.61,5.48,0.45,5.04,119.25
20210906,99.98,4.5,6.61,1.04,5.57,89.75,6.53,8.73,1.69,7.05,90.38
20210907,100.26,4.58,6.26,2.16,4.1,134.75,7.04,8.27,4.71,3.55,135.56
20210908,100.29,2.53,3.76,1.44,2.32,156.19,4.13,5.38,2.85,2.53,156.25
20210909,100.15,2.16,3.26,0.74,2.52,152.44,3.46,4.99,1.23,3.77,152.31
20210910,100.04,1.46,2.83,0.56,2.27,99.12,1.98,3.34,0.73,2.62,98.44
20210911,99.9,4.09,5.94,2.21,3.72,63.19,6.29,7.53,4.84,2.7,64.0
20210912,99.56,5.19,6.92,3.78,3.14,53.5,7.34,8.87,6.34,2.53,54.44
20210913,99.41,6.7,9.32,3.83,5.49,106.56,9.41,12.73,5.99,6.73,108.12
20210914,99.94,6.52,7.93,5.56,2.36,145.38,9.24,10.41,8.62,1.78,146.44
20210915,100.23,4.12,5.59,2.03,3.55,155.25,6.37,8.6,4.67,3.93,156.06
20210916,100.14,2.25,3.14,1.1,2.04,190.06,3.7,5.38,1.78,3.59,190.44
20210917,100.06,2.29,3.05,1.3,1.75,199.06,3.91,5.9,1.45,4.45,199.25
20210918,100.23,1.67,2.73,0.54,2.19,178.5,2.98,5.45,0.59,4.87,178.88
20210919,100.39,1.27,2.35,0.37,1.98,178.81,2.3,4.71,0.4,4.31,178.56
20210920,100.24,2.27,3.51,0.73,2.78,136.56,3.4,6.09,1.25,4.84,136.62
20210921,100.06,4.48,6.18,3.44,2.74,149.94,6.79,8.12,5.96,2.15,150.62
20210922,100.04,1.78,3.23,0.64,2.59,141.38,3.36,6.12,0.73,5.39,142.62
20210923,100.28,2.66,3.91,1.8,2.1,146.5,4.54,4.95,3.62,1.33,146.62
20210924,100.34,1.52,2.19,0.68,1.51,155.5,2.45,4.52,1.02,3.5,154.88
20210925,100.2,1.86,2.41,1.29,1.13,159.44,3.07,4.59,1.36,3.23,159.38
20210926,100.1,3.23,5.63,0.98,4.66,95.75,5.02,7.05,1.67,5.38,95.75
20210927,100.13,2.5,3.23,2.05,1.18,88.5,4.24,4.95,3.08,1.87,88.56
20210928,100.24,4.3,7.4,1.94,5.45,98.81,6.53,9.77,4.3,5.47,99.44
20210929,100.39,1.52,3.2,0.25,2.96,145.0,2.7,6.22,0.28,5.93,142.31
20210930,100.53,2.98,4.06,1.95,2.12,177.69,4.95,5.84,3.81,2.02,177.94
20211001,100.54,2.73,3.45,1.91,1.54,176.19,4.64,6.25,2.94,3.31,176.44
20211002,100.47,2.63,3.73,1.91,1.82,199.44,4.52,6.36,2.41,3.95,200.25
20211003,100.32,2.88,3.58,2.23,1.34,220.0,4.96,6.62,3.51,3.12,220.75
20211004,100.3,2.37,3.72,1.16,2.56,225.19,4.12,6.68,1.35,5.34,226.31
20211005,100.46,2.07,3.39,1.11,2.29,190.31,3.78,6.23,1.19,5.05,191.0
20211006,100.39,1.67,2.59,1.13,1.46,199.5,3.02,5.85,1.25,4.6,200.06
20211007,100.19,1.52,2.33,0.59,1.73,259.5,2.63,5.19,0.8,4.39,259.75
20211008,100.13,1.53,2.42,0.26,2.16,300.25,2.23,3.55,0.37,3.18,300.19
20211009,100.21,1.88,2.48,0.96,1.52,311.38,2.93,4.38,1.51,2.88,326.56
20211010,100.25,2.03,3.14,1.16,1.98,203.69,3.09,4.91,1.88,3.04,204.06
20211011,100.2,1.91,3.0,1.4,1.6,230.56,2.98,4.73,2.23,2.51,231.12
20211012,100.13,1.86,2.94,1.5,1.45,290.38,3.0,4.77,1.81,2.95,290.69
20211013,100.1,2.11,3.2,0.93,2.27,182.19,3.41,5.16,1.41,3.75,197.44
20211014,100.12,1.7,2.67,0.02,2.65,111.88,2.67,4.14,0.04,4.1,112.0
20211015,99.98,1.52,2.23,0.98,1.23,100.56,2.38,3.15,1.75,1.4,99.94
20211016,100.1,2.19,3.61,0.84,2.77,161.19,3.52,6.03,1.16,4.87,160.88
20211017,100.21,2.84,4.89,1.23,3.66,107.56,4.66,6.32,2.4,3.92,107.94
20211018,100.16,4.4,7.27,1.27,6.0,153.12,6.76,9.69,1.75,7.94,153.75
20211019,100.54,4.73,5.65,3.74,1.91,170.0,7.12,8.1,5.98,2.12,170.75
20211020,100.7,2.86,4.7,0.95,3.74,217.81,4.4,6.84,1.67,5.16,217.81
20211021,100.73,2.54,3.75,1.08,2.67,289.62,3.85,5.66,2.03,3.62,289.25
20211022,100.8,1.43,3.23,0.23,2.99,261.81,2.16,4.56,0.34,4.23,262.06
20211023,100.96,1.35,2.75,0.27,2.48,304.31,1.98,4.35,0.35,4.0,304.56
20211024,100.99,1.12,2.15,0.37,1.78,159.25,1.66,3.9,0.41,3.5,158.94
20211025,100.85,0.71,1.15,0.2,0.96,203.81,0.93,1.7,0.24,1.45,204.56
20211026,100.81,1.59,2.11,1.03,1.07,155.94,2.32,3.11,1.54,1.57,140.94
20211027,100.89,2.67,4.22,1.34,2.88,45.75,4.14,5.29,2.23,3.06,45.94
20211028,100.96,3.07,4.88,1.68,3.2,20.5,4.86,5.98,2.95,3.02,20.88
20211029,101.09,3.27,4.63,1.94,2.69,79.94,4.91,6.55,3.47,3.09,80.44
20211030,101.08,2.27,3.73,1.02,2.71,248.56,3.48,5.87,1.47,4.4,248.88
20211031,101.02,1.84,3.42,0.99,2.44,14.12,2.84,5.34,1.46,3.88,14.25
20211101,101.06,1.55,2.36,0.98,1.38,46.94,2.48,3.63,1.06,2.57,47.06
20211102,101.12,1.81,2.6,0.94,1.66,55.5,2.63,3.88,1.38,2.51,55.12
20211103,101.04,0.95,1.59,0.42,1.17,120.25,1.37,2.61,0.59,2.01,119.94
20211104,101.0,1.09,2.2,0.41,1.8,234.44,1.55,3.39,0.52,2.88,234.38
20211105,100.93,2.05,3.23,1.32,1.91,220.56,3.09,4.92,1.94,2.98,220.5
20211106,100.8,2.39,3.38,1.23,2.14,315.0,3.73,5.63,1.8,3.84,315.31
20211107,100.82,2.17,2.9,1.44,1.46,326.31,3.28,4.91,2.18,2.72,311.81
20211108,100.89,2.34,3.48,0.75,2.73,274.5,3.64,6.19,1.02,5.17,274.94
20211109,100.96,2.21,3.31,1.48,1.84,297.94,3.47,6.46,2.23,4.23,298.31
20211110,100.92,1.73,2.98,0.28,2.7,167.19,2.52,4.87,0.37,4.5,167.12
20211111,100.88,1.65,2.55,0.91,1.64,56.25,2.24,2.9,1.28,1.61,56.38
20211112,100.92,1.74,3.42,0.95,2.47,36.62,2.65,5.32,1.04,4.28,37.12
20211113,100.9,1.73,2.79,0.79,2.0,113.19,2.83,4.51,0.88,3.63,114.31
20211114,100.81,1.36,1.83,0.57,1.26,166.5,2.17,3.34,0.96,2.39,168.44
20211115,100.67,1.67,2.31,0.98,1.34,83.31,2.64,3.94,0.99,2.95,86.0
20211116,100.81,2.62,3.87,1.61,2.25,26.0,3.91,5.47,2.98,2.49,26.31
20211117,101.05,2.9,3.98,2.05,1.93,23.62,4.61,5.98,3.48,2.5,24.12
20211118,100.89,2.38,3.07,1.61,1.46,28.38,3.8,6.01,2.53,3.48,28.31
20211119,100.71,1.49,1.92,0.96,0.96,51.69,2.1,2.75,1.38,1.38,66.56
20211120,100.71,0.77,1.34,0.15,1.19,114.94,1.13,2.25,0.16,2.09,129.06
20211121,100.85,1.42,2.99,0.34,2.64,169.31,2.12,4.6,0.54,4.06,153.75
20211122,100.81,1.08,1.97,0.3,1.67,257.06,1.5,2.87,0.47,2.4,256.62
20211123,100.84,2.32,3.51,1.12,2.39,136.88,3.65,6.18,1.64,4.53,136.94
20211124,101.03,2.77,3.69,1.97,1.72,22.56,4.36,6.59,2.95,3.65,22.88
20211125,101.03,1.92,3.4,0.91,2.48,67.44,2.88,4.88,1.27,3.62,82.12
20211126,101.08,1.95,2.52,1.49,1.03,51.62,2.87,3.85,1.84,2.02,51.75
20211127,101.17,2.14,2.57,1.22,1.35,13.81,3.41,4.57,1.34,3.23,14.5
20211128,101.26,2.5,3.45,1.28,2.17,166.5,3.92,5.95,1.86,4.09,151.88
20211129,101.24,2.48,3.44,1.52,1.91,248.88,3.82,5.99,2.25,3.74,248.94
20211130,101.21,2.95,4.1,2.33,1.78,219.56,4.8,5.86,3.32,2.55,219.88
20211201,101.17,2.89,4.25,1.96,2.29,177.44,4.56,6.63,3.06,3.57,177.75
20211202,101.13,2.13,3.61,0.8,2.8,185.75,3.34,6.3,1.14,5.16,186.12
20211203,101.22,1.91,3.08,1.26,1.83,101.31,2.77,4.43,1.99,2.43,101.62
20211204,101.15,3.07,4.12,1.98,2.12,40.88,4.93,5.85,3.48,2.37,41.56
20211205,101.03,4.7,6.16,3.1,3.06,59.0,6.75,7.56,5.86,1.7,60.44
20211206,100.79,3.78,5.21,2.34,2.87,182.88,5.48,7.26,2.69,4.57,184.0
20211207,101.07,2.53,3.48,1.28,2.2,138.5,4.0,5.53,1.94,3.59,138.5
20211208,101.27,2.66,3.55,1.51,2.04,122.31,4.29,5.45,2.34,3.12,122.75
20211209,101.44,2.71,3.54,1.73,1.8,98.56,4.49,6.18,2.99,3.19,99.06
20211210,101.41,2.16,4.03,0.86,3.17,234.56,3.23,6.82,1.2,5.62,249.44
20211211,101.42,2.32,2.84,1.7,1.14,162.44,3.75,5.85,2.4,3.46,162.75
20211212,101.51,2.91,3.58,2.19,1.39,33.38,4.76,6.84,3.23,3.61,33.81
20211213,101.4,2.0,2.93,1.4,1.53,144.94,2.87,3.5,1.97,1.53,144.88
20211214,101.3,1.7,2.7,0.2,2.5,130.88,2.48,4.52,0.29,4.23,131.12
20211215,101.25,1.55,2.99,0.38,2.61,286.5,2.12,3.9,0.51,3.39,286.56
20211216,101.32,2.71,3.84,1.65,2.19,214.5,4.17,5.62,2.46,3.16,214.75
20211217,101.3,2.31,3.38,1.03,2.34,257.69,3.55,5.62,1.44,4.18,257.94
20211218,101.26,3.03,3.98,1.94,2.05,313.5,4.98,6.98,2.94,4.05,298.62
20211219,101.39,3.38,4.66,2.64,2.02,296.69,5.52,7.23,3.49,3.75,296.88
20211220,101.43,2.64,3.35,1.77,1.59,336.06,4.27,6.46,2.43,4.03,336.12
20211221,101.3,2.6,3.8,1.6,2.2,331.5,4.12,7.03,2.3,4.73,331.94
20211222,101.13,2.73,4.16,2.02,2.14,321.81,4.34,6.7,3.01,3.7,322.0
20211223,101.13,1.95,3.19,0.66,2.53,284.44,3.09,6.3,0.87,5.43,284.75
20211224,101.15,1.11,2.25,0.3,1.95,192.5,1.55,3.55,0.33,3.23,194.12
20211225,101.18,1.52,2.45,0.09,2.36,166.62,2.18,4.02,0.04,3.98,165.25
20211226,101.37,1.35,2.11,0.09,2.02,166.56,1.88,3.34,0.12,3.22,166.88
20211227,101.45,1.12,1.98,0.24,1.73,122.06,1.52,2.39,0.28,2.12,122.56
20211228,101.4,1.62,2.45,1.14,1.3,112.44,2.3,3.66,1.35,2.3,112.88
20211229,101.4,1.86,3.01,0.27,2.75,111.62,2.91,5.48,0.34,5.14,111.94
20211230,101.64,2.83,3.82,2.24,1.58,23.31,4.53,5.91,3.53,2.38,23.75
20211231,101.71,3.09,4.48,2.13,2.34,95.62,4.89,6.66,3.76,2.91,95.75
20220101,101.67,3.02,3.99,2.48,1.51,278.56,4.86,6.12,3.62,2.49,278.62
20220102,101.52,3.08,4.47,1.77,2.7,330.19,4.72,6.77,2.74,4.02,330.44
20220103,101.4,2.68,4.12,1.11,3.02,317.62,4.23,7.36,1.56,5.8,317.94
20220104,101.44,2.84,3.95,2.2,1.76,221.88,4.44,6.16,3.38,2.78,221.94
20220105,101.39,2.27,3.71,0.76,2.95,239.81,3.51,6.4,1.03,5.38,239.75
20220106,101.3,1.54,2.7,0.25,2.45,197.81,2.18,4.12,0.32,3.8,197.19
20220107,101.38,2.09,3.7,0.3,3.39,156.44,2.94,5.49,0.41,5.09,156.25
20220108,101.36,1.74,3.06,0.45,2.61,259.06,2.66,5.91,0.62,5.3,259.31
20220109,101.14,1.38,2.8,0.44,2.36,228.19,1.97,4.1,0.56,3.54,227.5
20220110,101.19,1.26,2.4,0.27,2.12,210.38,1.79,3.51,0.34,3.17,209.69
20220111,101.2,1.82,2.86,0.88,1.98,189.19,2.91,5.4,0.98,4.41,189.19
20220112,101.18,1.78,3.34,0.14,3.2,83.56,2.69,4.97,0.27,4.7,83.69
20220113,101.28,2.29,3.8,1.12,2.68,180.12,3.5,4.7,1.57,3.14,179.75
20220114,101.33,2.78,3.86,2.13,1.73,23.25,4.4,5.82,2.79,3.03,23.94
20220115,101.34,2.82,3.88,2.05,1.83,71.0,4.38,5.23,3.66,1.57,71.31
20220116,101.53,3.52,5.09,2.17,2.91,292.75,5.4,6.78,3.64,3.14,292.88
20220117,101.6,3.18,4.27,2.39,1.88,303.69,5.23,7.36,2.83,4.53,303.94
20220118,101.39,2.96,4.25,2.09,2.16,331.81,4.76,7.56,2.45,5.12,332.19
20220119,101.15,2.66,4.25,1.59,2.66,323.25,4.24,7.37,1.75,5.62,323.69
20220120,100.89,2.07,3.22,0.43,2.79,271.0,3.26,6.79,0.63,6.16,270.38
20220121,100.85,1.1,2.07,0.25,1.82,142.44,1.5,3.17,0.34,2.83,129.19
20220122,100.74,1.76,2.95,0.93,2.02,130.19,2.67,5.91,1.3,4.61,131.56
20220123,100.69,3.16,4.6,1.73,2.88,150.94,5.2,5.83,3.5,2.34,151.5
20220124,100.75,2.45,4.41,0.32,4.09,86.06,3.51,5.8,0.53,5.27,100.88
20220125,100.86,0.89,1.62,0.08,1.55,182.44,1.25,2.45,0.14,2.3,183.31
20220126,100.98,1.77,2.6,0.29,2.31,180.81,2.88,5.49,0.4,5.09,179.75
20220127,101.14,3.25,4.54,1.91,2.63,260.0,4.47,6.08,2.95,3.12,260.06
20220128,101.32,2.83,3.87,2.11,1.77,248.88,4.38,5.99,3.16,2.84,248.62
20220129,101.33,2.92,4.62,0.89,3.73,332.19,4.34,7.11,1.23,5.88,332.31
20220130,101.02,2.09,2.95,0.52,2.44,242.19,3.1,5.46,0.77,4.7,242.06
20220131,100.91,1.91,2.87,0.62,2.25,203.38,2.63,3.78,0.86,2.92,202.81
20220201,100.76,1.51,2.6,0.28,2.32,248.25,2.0,3.63,0.37,3.27,247.12
20220202,100.95,1.18,2.15,0.32,1.83,224.94,1.62,3.21,0.41,2.8,225.44
20220203,100.86,3.11,4.69,1.47,3.23,158.25,5.03,8.86,1.98,6.88,158.5
20220204,100.6,5.34,8.29,2.95,5.34,190.69,8.2,10.44,6.04,4.4,191.31
20220205,100.96,3.3,5.52,0.73,4.79,265.56,4.72,8.45,1.0,7.45,265.38
20220206,101.31,2.11,3.51,0.7,2.81,263.62,3.14,5.77,0.83,4.95,262.75
20220207,101.28,1.22,2.05,0.06,1.99,163.25,1.72,3.17,0.23,2.95,141.31
20220208,101.13,1.2,2.59,0.27,2.31,218.38,1.66,4.22,0.4,3.83,217.94
20220209,101.18,2.25,2.92,1.02,1.9,182.81,3.34,5.58,1.22,4.36,182.69
20220210,101.04,2.29,3.63,0.23,3.41,235.5,3.38,5.52,0.34,5.18,235.38
20220211,101.14,3.03,5.11,0.27,4.84,279.0,4.33,7.39,0.34,7.05,278.81
20220212,101.12,1.97,3.14,0.44,2.7,233.0,2.6,3.65,0.58,3.07,232.88
20220213,101.02,2.53,3.8,1.23,2.57,225.0,3.45,5.34,1.72,3.62,225.19
20220214,100.99,2.14,3.15,1.18,1.97,227.12,2.92,4.59,1.66,2.94,227.19
20220215,100.92,1.69,3.18,0.6,2.57,224.0,2.28,4.56,0.8,3.76,223.38
20220216,100.74,1.97,3.34,0.38,2.96,274.06,2.83,5.11,0.55,4.56,273.5
20220217,100.7,2.1,3.22,1.02,2.2,194.62,3.05,5.33,1.45,3.88,208.56
20220218,100.88,2.07,2.8,0.38,2.41,242.25,2.95,4.62,0.53,4.09,226.81
20220219,100.95,2.0,3.27,0.43,2.84,243.75,2.89,5.95,0.62,5.33,243.38
20220220,100.56,2.64,3.73,1.45,2.29,163.0,4.38,6.75,1.83,4.92,162.06
20220221,100.62,2.47,3.63,1.31,2.32,119.06,4.08,7.38,1.41,5.96,120.25
20220222,101.02,1.5,3.09,0.14,2.95,193.06,2.39,6.3,0.22,6.08,178.31
20220223,101.3,1.37,2.73,0.36,2.38,190.69,1.91,4.62,0.48,4.14,189.06
20220224,101.21,3.47,5.09,2.34,2.76,189.12,5.42,8.58,3.63,4.95,189.69
20220225,101.18,3.05,3.8,2.17,1.64,181.31,5.29,7.94,2.98,4.95,182.0
20220226,101.29,1.76,2.76,0.99,1.77,227.88,2.62,6.01,1.41,4.59,227.12
20220227,101.2,1.8,2.84,0.62,2.21,158.19,2.59,5.87,0.88,4.98,158.69
20220228,101.1,2.62,3.12,1.85,1.27,213.94,4.23,6.63,2.9,3.73,213.44
20220301,101.2,1.52,2.61,0.48,2.12,55.38,1.94,2.91,0.65,2.27,56.06
20220302,101.16,1.74,2.76,0.66,2.09,120.69,2.36,3.51,0.95,2.56,120.19
20220303,101.14,1.64,2.53,0.52,2.02,209.38,2.28,3.8,0.65,3.16,207.44
20220304,101.06,1.88,2.94,0.55,2.38,250.56,2.77,5.09,0.73,4.37,250.06
20220305,100.9,2.47,3.12,1.73,1.4,218.44,3.77,5.81,2.49,3.32,217.56
20220306,100.92,1.86,2.78,0.1,2.67,209.19,2.5,3.7,0.11,3.6,209.38
20220307,100.97,2.73,4.16,1.96,2.21,338.75,4.12,6.73,2.88,3.85,338.75
20220308,100.84,2.5,3.62,1.34,2.29,325.44,3.79,6.09,1.93,4.16,325.44
20220309,100.81,2.13,3.23,0.75,2.48,267.0,3.02,5.37,1.02,4.35,266.75
20220310,100.77,2.18,4.18,0.77,3.41,305.94,3.27,7.02,1.09,5.94,290.38
20220311,100.73,2.66,3.72,1.11,2.61,324.0,3.89,6.05,1.57,4.48,308.62
20220312,100.67,2.35,3.7,1.03,2.67,261.5,3.46,5.8,1.52,4.27,261.19
20220313,100.73,2.11,2.75,1.45,1.3,321.56,3.03,4.45,1.73,2.73,321.69
20220314,100.67,2.16,3.36,0.11,3.25,260.5,3.18,5.67,0.15,5.52,260.38
20220315,100.43,1.98,3.25,0.27,2.98,239.5,3.02,6.57,0.39,6.18,238.56
20220316,100.26,3.12,3.95,2.11,1.84,188.06,5.46,7.66,2.8,4.86,188.56
20220317,100.39,3.72,4.73,2.72,2.01,178.69,6.39,8.65,4.46,4.19,178.69
20220318,100.47,3.04,3.65,2.04,1.61,194.12,5.34,7.88,2.93,4.95,194.56
20220319,100.3,3.09,4.32,1.68,2.63,204.62,5.59,8.83,1.9,6.93,204.69
