,Date,PS,WS10M,WS10M_RANGE,WD10M,T2M,RH2M,PRECTOTCORR,ALLSKY_SFC_SW_DWN,Visibility,Cloud Cover,Conditions,weather_type
230,2017-08-20,100.01,3.45,3.55,140.56,27.6,90.5,21.02,209.78,4.0,60.5,Partially cloudy,Partially cloudy
231,2017-08-21,100.0,2.16,1.48,152.69,27.84,88.5,5.64,211.79,4.0,49.9,Partially cloudy,Partially cloudy
232,2017-08-22,99.98,1.6,1.87,199.62,27.9,86.88,0.5,187.78,4.0,95.5,Overcast,Overcast
233,2017-08-23,100.02,1.51,2.8,167.44,28.52,84.62,2.96,190.62,4.0,41.1,Partially cloudy,Partially cloudy
234,2017-08-24,99.92,2.62,2.28,178.62,27.76,89.69,7.31,196.7,4.0,78.1,Overcast,Overcast
235,2017-08-25,99.78,2.34,1.58,146.75,28.08,87.81,3.54,209.9,4.0,77.9,Overcast,Overcast
236,2017-08-26,99.63,2.4,2.12,137.56,27.99,90.56,4.45,224.11,4.0,88.6,Overcast,Overcast
237,2017-08-27,99.65,2.77,1.87,117.31,27.61,92.06,18.32,188.87,4.0,98.2,Overcast,Overcast
238,2017-08-28,99.74,5.51,6.96,107.25,27.28,93.06,21.2,131.12,4.0,97.3,Overcast,Light Rain
239,2017-08-29,100.04,3.78,2.05,158.31,27.72,91.5,10.73,99.26,4.0,98.8,Overcast,Overcast
240,2017-08-30,100.16,2.65,1.6,182.19,27.76,89.56,2.32,208.13,4.0,59.9,Partially cloudy,Partially cloudy
241,2017-08-31,100.17,2.93,0.97,195.25,27.65,93.31,4.39,125.24,4.0,98.5,Overcast,Overcast
242,2017-09-01,100.09,3.14,2.2,193.81,27.39,94.5,16.33,148.82,3.9,79.5,Overcast,"Light Rain, Sky Unchanged"
243,2017-09-02,100.04,3.71,3.45,244.06,26.98,92.81,21.78,150.83,4.0,98.6,Overcast,Overcast
244,2017-09-03,100.13,2.26,1.88,260.75,28.41,86.44,2.18,210.55,4.0,41.1,Partially cloudy,Partially cloudy
245,2017-09-04,100.21,2.06,1.86,239.06,28.59,85.12,0.44,232.06,4.0,31.0,Partially cloudy,Partially cloudy
246,2017-09-05,100.19,2.2,1.46,198.69,28.64,87.19,0.21,217.98,4.0,30.4,Partially cloudy,Partially cloudy
247,2017-09-06,100.22,2.17,1.26,192.75,28.37,90.19,2.36,220.36,4.0,47.7,Partially cloudy,Partially cloudy
248,2017-09-07,100.27,2.52,1.09,193.88,27.84,91.31,1.49,228.36,4.0,30.2,Partially cloudy,Partially cloudy
249,2017-09-08,100.3,2.77,2.41,202.06,28.23,89.25,0.98,225.93,4.0,31.1,Partially cloudy,Partially cloudy
250,2017-09-09,100.24,4.06,1.88,190.12,27.55,93.12,4.0,216.38,4.0,58.4,Partially cloudy,Partially cloudy
251,2017-09-10,100.37,3.73,1.73,198.5,27.34,93.44,2.59,203.98,4.0,59.7,Partially cloudy,Partially cloudy
252,2017-09-11,100.43,3.25,2.07,205.12,27.37,93.06,3.47,214.23,4.0,67.9,Partially cloudy,Partially cloudy
253,2017-09-12,100.44,2.53,1.16,194.31,27.46,92.69,3.95,181.84,4.0,98.0,Overcast,Overcast
254,2017-09-13,100.42,1.34,2.36,216.94,27.93,83.31,7.98,208.8,4.0,31.5,Partially cloudy,Partially cloudy
255,2017-09-14,100.28,1.48,1.56,181.0,27.97,87.0,3.07,198.11,4.0,30.2,Partially cloudy,Partially cloudy
256,2017-09-15,100.16,1.5,1.29,142.25,28.29,85.62,5.05,226.25,4.0,30.8,Partially cloudy,Partially cloudy
257,2017-09-16,100.04,1.95,1.52,178.94,28.59,86.88,0.42,250.8,4.0,22.2,Clear,Clear
258,2017-09-17,99.97,1.76,2.21,205.38,28.79,84.56,27.02,162.42,4.0,41.1,Partially cloudy,Partially cloudy
259,2017-09-18,99.95,2.51,1.45,164.25,27.44,90.12,26.76,144.12,4.0,99.3,Overcast,Overcast
260,2017-09-19,99.88,2.45,4.02,136.81,27.64,87.56,5.17,110.09,4.0,98.6,Overcast,Overcast
261,2017-09-20,99.99,4.31,3.02,159.88,27.19,93.5,18.82,131.05,4.0,98.8,Overcast,Light Rain
262,2017-09-21,100.15,2.95,2.01,175.25,27.4,92.0,1.63,203.12,4.0,87.8,Overcast,Overcast
263,2017-09-22,100.24,3.08,1.71,185.19,27.99,90.12,0.49,240.52,4.0,41.1,Partially cloudy,Partially cloudy
264,2017-09-23,100.37,2.38,1.32,199.06,27.86,89.31,2.82,248.21,4.0,30.4,Partially cloudy,Partially cloudy
265,2017-09-24,100.26,1.91,1.94,213.94,28.62,87.38,4.48,228.02,4.0,39.7,Partially cloudy,Partially cloudy
266,2017-09-25,100.1,1.71,1.84,211.94,28.75,87.38,3.98,227.05,4.0,30.2,Partially cloudy,Partially cloudy
267,2017-09-26,100.15,1.88,2.77,186.75,28.45,89.31,0.82,213.38,4.0,65.0,Partially cloudy,"Sky Coverage Decreasing, Sky Unchanged"
268,2017-09-27,100.3,1.9,2.65,173.56,27.38,88.06,8.64,150.17,4.0,41.9,Partially cloudy,Partially cloudy
269,2017-09-28,100.23,1.63,2.2,161.0,27.56,85.62,12.04,177.62,4.0,41.2,Partially cloudy,Partially cloudy
270,2017-09-29,100.24,2.56,1.42,194.19,27.01,89.44,12.31,164.55,4.0,97.2,Overcast,Overcast
271,2017-09-30,100.44,2.23,2.12,185.94,27.04,91.38,9.41,79.53,4.0,99.3,Overcast,Light Rain
272,2017-10-01,100.42,2.18,1.95,168.81,26.9,92.38,13.19,99.3,4.0,99.4,Overcast,Overcast
273,2017-10-02,100.3,2.37,2.49,187.88,26.94,91.12,2.84,188.21,4.0,98.0,Overcast,Overcast
274,2017-10-03,100.36,2.06,1.27,185.75,26.9,91.19,2.29,205.78,4.0,99.0,Overcast,Overcast
275,2017-10-04,100.43,1.3,1.63,169.25,27.65,86.31,1.21,222.27,4.0,31.1,Partially cloudy,Partially cloudy
276,2017-10-05,100.39,2.06,1.8,177.62,27.75,88.88,2.25,143.22,4.0,30.0,Partially cloudy,Partially cloudy
277,2017-10-06,100.43,1.92,2.86,182.75,27.6,87.44,1.79,216.64,4.0,69.4,Partially cloudy,Partially cloudy
278,2017-10-07,100.4,1.47,1.73,192.19,27.29,87.62,6.63,135.25,4.0,97.5,Overcast,Overcast
279,2017-10-08,100.27,1.82,2.23,111.12,26.73,90.94,12.58,177.85,4.0,97.2,Overcast,Overcast
280,2017-10-09,100.07,3.09,3.66,153.5,26.83,93.31,31.68,64.67,4.0,97.9,Overcast,Rain
281,2017-10-10,100.14,2.09,1.85,204.06,26.99,90.31,14.04,148.0,4.0,97.0,Overcast,Overcast
282,2017-10-11,100.23,2.34,1.05,186.81,27.51,90.31,5.84,199.35,4.0,55.7,Partially cloudy,"Sky Coverage Decreasing, Sky Unchanged"
283,2017-10-12,100.24,2.2,1.55,205.75,27.51,89.75,2.54,207.45,4.0,96.5,Overcast,Overcast
284,2017-10-13,100.16,3.11,1.59,197.69,27.48,90.81,9.17,183.38,4.0,59.3,Partially cloudy,Partially cloudy
285,2017-10-14,100.15,2.16,2.45,223.19,27.84,86.94,7.16,181.88,4.0,1.4,Clear,Clear
286,2017-10-15,100.2,1.45,2.38,180.25,28.03,81.44,0.04,210.05,4.0,3.0,Clear,Clear
287,2017-10-16,100.26,1.42,2.08,188.75,27.21,79.06,0.0,220.68,4.0,2.3,Clear,Clear
288,2017-10-17,100.28,1.76,1.93,202.5,26.64,78.06,0.71,212.23,4.0,1.3,Clear,Clear
289,2017-10-18,100.31,2.65,2.12,101.06,26.31,88.5,10.23,149.8,4.0,42.5,Partially cloudy,Partially cloudy
290,2017-10-19,100.28,4.16,2.94,72.81,26.45,95.62,23.22,152.08,4.0,78.9,Overcast,Overcast
291,2017-10-20,99.88,9.16,5.03,121.25,26.23,94.0,75.81,48.37,3.9,99.0,Overcast,Rain
292,2017-10-21,99.78,6.57,7.62,261.38,26.26,93.56,22.18,66.55,3.9,99.1,Overcast,"Heavy Drizzle, Sky Unchanged"
293,2017-10-22,100.4,2.15,1.77,272.62,26.05,83.56,0.02,234.56,4.0,30.5,Partially cloudy,Partially cloudy
294,2017-10-23,100.55,2.4,1.09,216.5,24.91,85.31,0.0,217.7,4.0,1.8,Clear,Clear
295,2017-10-24,100.74,2.44,0.98,229.5,25.66,84.69,0.09,182.73,4.0,38.5,Partially cloudy,Partially cloudy
296,2017-10-25,101.01,1.75,2.27,204.5,26.04,81.56,0.73,170.32,4.0,1.3,Clear,Clear
297,2017-10-26,101.11,1.73,0.75,144.62,25.5,80.81,0.12,188.8,3.9,2.4,Clear,Clear
298,2017-10-27,101.01,1.06,2.02,221.44,25.2,74.12,0.0,193.43,4.0,2.9,Clear,Mist
299,2017-10-28,100.98,1.56,1.6,256.12,24.37,75.75,0.0,190.49,4.0,0.8,Clear,Clear
300,2017-10-29,101.1,1.23,1.02,185.19,24.73,73.5,0.07,173.24,4.0,2.1,Clear,Clear
301,2017-10-30,101.09,1.38,2.15,191.12,23.82,78.25,1.06,137.88,3.4,53.6,Partially cloudy,Partially cloudy
302,2017-10-31,101.03,1.45,2.1,116.69,23.19,77.88,0.06,151.2,3.9,39.8,Partially cloudy,"Fog, Sky Coverage Increasing"
303,2017-11-01,101.09,1.78,1.68,69.88,22.55,83.5,0.0,186.47,3.9,30.7,Partially cloudy,Partially cloudy
304,2017-11-02,100.95,1.91,3.21,100.56,23.11,79.94,0.0,197.45,4.0,2.0,Clear,Clear
305,2017-11-03,100.94,1.7,1.49,20.38,22.95,79.56,0.0,203.17,4.0,1.3,Clear,Clear
306,2017-11-04,101.02,2.45,2.28,138.0,23.52,83.19,0.0,217.72,4.0,0.6,Clear,Clear
307,2017-11-05,100.99,1.95,2.85,203.62,24.33,83.62,0.0,217.34,4.0,1.5,Clear,Clear
308,2017-11-06,100.97,2.38,2.51,82.62,24.41,84.62,0.0,215.56,3.9,1.5,Clear,Clear
309,2017-11-07,101.0,1.81,2.08,174.75,24.19,79.38,0.0,213.41,4.0,0.7,Clear,Clear
310,2017-11-08,100.99,2.09,2.52,323.62,23.42,80.06,0.0,206.47,4.0,0.7,Clear,Clear
311,2017-11-09,100.88,1.77,2.35,302.12,23.14,74.75,0.0,208.27,4.0,0.7,Clear,Clear
312,2017-11-10,100.92,1.91,1.84,234.5,22.61,75.75,0.0,212.28,4.0,0.7,Clear,Clear
313,2017-11-11,100.96,2.03,2.0,280.19,22.69,78.19,0.0,196.15,4.0,35.0,Partially cloudy,"Sky Coverage Decreasing, Sky Coverage Increasing"
314,2017-11-12,100.82,2.37,2.35,320.44,22.62,78.44,0.0,216.93,4.0,0.0,Clear,Clear
315,2017-11-13,100.73,2.27,2.81,256.38,22.35,78.31,0.0,202.35,4.0,39.8,Partially cloudy,Partially cloudy
316,2017-11-14,100.77,1.7,2.77,55.06,22.02,82.5,0.8,143.36,4.0,96.3,Overcast,Overcast
317,2017-11-15,100.87,1.84,2.35,106.81,20.83,92.69,18.48,60.34,3.9,99.5,Overcast,Light Rain
318,2017-11-16,100.88,2.66,1.89,46.81,20.93,94.44,4.46,83.91,3.9,99.6,Overcast,"Light Rain, Sky Unchanged"
319,2017-11-17,100.81,2.43,2.77,56.31,21.98,93.94,2.62,98.27,3.9,99.0,Overcast,Overcast
320,2017-11-18,100.8,1.65,2.62,80.75,24.4,89.06,1.62,84.09,3.9,99.0,Overcast,Overcast
321,2017-11-19,100.89,1.67,1.9,179.81,24.33,86.75,0.0,162.61,4.0,98.9,Overcast,Overcast
322,2017-11-20,100.96,2.46,1.39,333.44,22.95,83.44,0.0,175.93,4.0,1.8,Clear,Clear
323,2017-11-21,100.98,3.45,2.41,336.69,20.31,77.5,0.0,170.21,4.0,1.7,Clear,Clear
324,2017-11-22,100.9,2.48,2.15,312.62,18.94,72.12,0.0,178.58,4.0,1.0,Clear,Clear
325,2017-11-23,100.89,2.44,1.62,337.12,18.01,73.69,0.0,176.2,4.0,1.0,Clear,Clear
326,2017-11-24,101.04,2.31,3.13,304.31,17.67,68.69,0.0,174.26,4.0,9.6,Clear,Clear
327,2017-11-25,101.18,2.09,2.18,184.62,18.08,66.06,0.0,176.36,4.0,0.7,Clear,Clear
328,2017-11-26,101.26,2.1,2.27,313.38,17.59,69.56,0.0,176.45,4.0,20.4,Clear,Clear
329,2017-11-27,101.03,2.09,2.23,292.31,17.9,70.5,0.0,161.59,4.0,0.7,Clear,Clear
330,2017-11-28,101.06,2.12,2.98,261.25,18.34,64.75,0.0,155.45,4.0,0.7,Clear,Clear
331,2017-11-29,101.24,1.83,3.09,275.19,18.29,64.0,0.0,157.23,4.0,1.0,Clear,Clear
332,2017-11-30,101.15,1.95,2.45,253.62,18.08,65.12,0.0,157.3,4.0,0.8,Clear,Clear
333,2017-12-01,101.12,2.17,3.03,245.0,17.51,70.12,0.0,178.62,4.0,0.9,Clear,Clear
334,2017-12-02,101.2,2.23,2.05,249.69,18.01,74.38,0.0,195.01,4.0,0.0,Clear,Clear
335,2017-12-03,101.21,2.13,2.7,216.5,17.92,75.31,0.0,190.72,4.0,0.7,Clear,Clear
336,2017-12-04,101.1,2.02,2.12,197.56,18.01,72.75,0.0,170.0,4.0,0.0,Clear,Clear
337,2017-12-05,101.05,1.7,2.9,286.06,18.22,69.44,0.0,173.22,4.0,0.7,Clear,Clear
338,2017-12-06,100.96,1.91,3.26,231.69,17.61,71.88,0.0,157.78,3.9,44.7,Partially cloudy,"Sky Coverage Decreasing, Sky Unchanged"
339,2017-12-07,100.95,2.07,2.88,196.38,19.02,75.06,0.0,147.01,4.0,59.9,Partially cloudy,Partially cloudy
340,2017-12-08,101.03,2.66,2.12,96.81,19.15,88.44,1.68,76.8,3.9,99.5,Overcast,Overcast
341,2017-12-09,100.88,3.56,3.2,40.0,20.72,92.88,6.31,59.61,3.9,99.5,Overcast,Light Drizzle
342,2017-12-10,100.81,4.36,2.09,126.75,22.47,91.5,3.17,85.51,3.9,100.0,Overcast,Light Drizzle
343,2017-12-11,101.0,2.72,3.23,298.56,22.45,86.44,0.03,157.1,3.9,21.4,Clear,Clear
344,2017-12-12,101.11,1.68,2.14,259.0,22.03,82.06,0.0,160.42,3.9,1.5,Clear,Mist
345,2017-12-13,101.15,1.98,1.61,309.62,21.18,77.81,0.0,160.0,4.0,1.1,Clear,Clear
346,2017-12-14,101.27,2.02,3.29,283.56,20.62,73.0,0.0,159.83,4.0,1.3,Clear,Clear
347,2017-12-15,101.35,2.02,3.17,328.81,20.29,72.81,0.0,163.73,4.0,0.0,Clear,Clear
348,2017-12-16,101.43,2.93,1.37,312.56,18.3,80.31,0.0,170.71,4.0,0.7,Clear,Clear
349,2017-12-17,101.52,3.37,1.62,338.12,16.44,80.0,0.0,161.64,4.0,0.7,Clear,Clear
350,2017-12-18,101.55,2.98,2.15,344.25,14.59,73.62,0.0,147.15,4.0,0.0,Clear,Clear
351,2017-12-19,101.57,2.15,1.73,250.62,15.07,77.56,0.0,115.8,4.0,38.2,Partially cloudy,"Mist, Sky Coverage Increasing"
352,2017-12-20,101.61,1.41,2.69,244.31,17.31,80.38,0.0,102.62,1.1,93.5,Overcast,Fog
353,2017-12-21,101.54,1.3,2.43,263.19,18.32,81.38,0.0,127.3,2.5,48.7,Partially cloudy,Fog
354,2017-12-22,101.34,1.73,1.72,328.62,18.9,84.19,0.0,145.72,4.0,0.6,Clear,Clear
355,2017-12-23,101.14,2.04,2.2,282.44,18.51,76.5,0.0,149.78,4.0,0.6,Clear,Smoke Or Haze
356,2017-12-24,101.15,2.18,2.23,286.88,16.85,70.56,0.0,143.77,4.0,0.7,Clear,Smoke Or Haze
357,2017-12-25,101.15,2.57,2.55,333.56,16.33,70.88,0.0,146.86,4.0,0.7,Clear,Clear
358,2017-12-26,101.25,3.45,2.02,329.44,14.75,74.31,0.0,153.22,3.9,0.8,Clear,Clear
359,2017-12-27,101.26,2.92,1.7,305.0,15.19,76.19,0.0,172.33,4.0,1.0,Clear,Clear
360,2017-12-28,101.24,2.59,2.98,273.88,15.39,72.25,0.0,182.47,4.0,0.7,Clear,Clear
361,2017-12-29,101.33,1.98,2.42,258.06,15.96,68.69,0.0,175.77,4.0,0.7,Clear,Smoke Or Haze
362,2017-12-30,101.27,2.07,3.41,258.94,16.42,70.12,0.0,185.05,3.9,1.9,Clear,"Mist, Smoke Or Haze"
363,2017-12-31,101.09,2.32,3.87,282.31,17.06,73.5,0.0,184.12,4.0,15.3,Clear,"Sky Coverage Decreasing, Smoke Or Haze"
364,2018-01-01,100.97,2.14,3.77,266.25,15.88,76.81,0.0,168.3,4.0,24.5,Clear,Clear
365,2018-01-02,100.87,3.31,2.91,328.19,15.5,76.62,0.0,161.99,4.0,1.6,Clear,Clear
366,2018-01-03,101.01,2.77,2.64,269.88,15.19,69.06,0.0,162.73,4.0,0.7,Clear,Clear
367,2018-01-04,101.19,3.05,2.38,206.19,13.26,71.44,0.0,163.95,4.0,0.7,Clear,Clear
368,2018-01-05,101.06,2.61,2.73,245.69,13.36,67.06,0.0,158.64,3.9,2.9,Clear,"Precipitation In Vicinity, Smoke Or Haze"
369,2018-01-06,100.96,2.35,2.45,255.56,13.94,64.0,0.0,175.13,4.0,1.5,Clear,Clear
370,2018-01-07,101.11,2.3,2.03,257.19,13.95,61.88,0.0,181.17,4.0,0.0,Clear,Clear
371,2018-01-08,101.3,1.96,2.79,223.12,13.94,61.5,0.0,173.66,4.0,1.0,Clear,Smoke Or Haze
372,2018-01-09,101.43,2.74,2.33,244.5,12.81,68.25,0.0,172.43,4.0,1.2,Clear,Smoke Or Haze
373,2018-01-10,101.45,2.4,3.26,255.69,13.11,65.62,0.0,171.59,4.0,1.0,Clear,Clear
374,2018-01-11,101.34,2.27,2.62,257.06,13.07,68.69,0.0,152.31,4.1,0.8,Clear,Smoke Or Haze
375,2018-01-12,101.23,1.63,1.7,204.75,14.15,69.81,0.0,145.3,4.0,1.5,Clear,Smoke Or Haze
376,2018-01-13,101.17,1.9,2.18,228.75,14.37,68.81,0.0,136.15,4.0,1.8,Clear,Smoke Or Haze
377,2018-01-14,101.27,2.66,2.95,268.5,13.78,71.06,0.0,127.47,3.8,1.4,Clear,"Fog, Smoke Or Haze"
378,2018-01-15,101.19,2.69,3.12,262.62,14.15,66.0,0.0,144.52,4.0,1.0,Clear,Smoke Or Haze
379,2018-01-16,101.11,2.64,3.34,252.94,14.82,67.06,0.0,161.77,4.0,0.8,Clear,Clear
380,2018-01-17,101.14,2.12,3.38,246.81,15.37,63.25,0.0,156.05,4.0,0.2,Clear,Smoke Or Haze
381,2018-01-18,101.13,2.25,3.44,282.94,15.01,58.12,0.0,172.35,4.0,0.0,Clear,Clear
382,2018-01-19,101.21,2.18,2.52,279.75,14.83,59.19,0.0,183.75,4.0,0.0,Clear,Clear
383,2018-01-20,101.1,2.09,3.16,262.0,16.37,63.19,0.0,180.85,4.0,0.0,Clear,Clear
384,2018-01-21,101.08,2.14,2.42,281.12,16.37,67.19,0.0,176.9,4.0,0.0,Clear,Clear
385,2018-01-22,100.98,2.18,3.68,267.19,16.07,63.38,0.0,180.8,4.0,0.0,Clear,Clear
386,2018-01-23,100.87,1.79,2.68,236.5,16.42,66.5,0.0,181.77,4.0,0.0,Clear,Clear
387,2018-01-24,100.71,2.29,2.4,211.06,17.51,77.81,0.0,173.78,4.0,0.0,Clear,Smoke Or Haze
388,2018-01-25,100.78,2.66,2.17,252.88,17.68,69.12,0.0,146.52,4.0,0.0,Clear,Clear
389,2018-01-26,100.91,1.81,3.37,263.94,17.48,64.81,0.0,176.05,4.0,0.0,Clear,Clear
390,2018-01-27,101.01,2.2,2.81,269.62,16.51,59.75,0.0,159.8,4.0,0.0,Clear,Clear
391,2018-01-28,101.13,1.82,2.63,228.31,16.19,57.0,0.0,185.93,4.0,0.2,Clear,Clear
392,2018-01-29,101.21,2.08,3.34,223.25,16.34,58.12,0.0,197.22,4.0,0.7,Clear,Clear
393,2018-01-30,101.09,2.11,3.05,268.62,17.02,56.75,0.0,190.8,4.0,0.7,Clear,Clear
394,2018-01-31,100.93,2.34,1.98,227.12,16.69,64.06,0.0,199.83,4.0,0.0,Clear,Clear
395,2018-02-01,100.95,1.88,2.5,194.75,17.33,66.06,0.0,165.31,4.0,0.0,Clear,Mist
396,2018-02-02,100.96,2.16,2.02,246.44,18.48,64.25,0.0,174.7,4.0,0.0,Clear,Clear
397,2018-02-03,101.06,1.96,2.75,241.62,18.87,69.5,0.0,172.29,4.0,0.0,Clear,Clear
398,2018-02-04,101.03,2.12,2.13,219.56,19.81,72.38,0.0,198.03,4.0,0.0,Clear,Clear
399,2018-02-05,101.28,1.43,2.44,187.44,20.7,74.94,0.0,174.96,0.3,9.6,Clear,"Mist, Fog"
400,2018-02-06,101.17,2.16,2.92,275.88,20.26,70.81,0.0,178.55,4.0,28.5,Partially cloudy,Partially cloudy
401,2018-02-07,100.92,2.08,2.14,282.31,20.71,65.44,0.0,195.69,4.0,56.2,Partially cloudy,Partially cloudy
402,2018-02-08,100.86,2.38,3.2,267.88,20.44,62.44,0.0,153.64,4.0,98.2,Overcast,Overcast
403,2018-02-09,100.86,2.17,1.68,232.12,20.48,70.25,0.03,165.66,4.0,0.8,Clear,Clear
404,2018-02-10,101.18,2.46,2.52,116.38,20.44,65.94,0.03,147.06,4.0,3.6,Clear,Clear
405,2018-02-11,101.39,1.82,2.67,140.0,18.37,59.94,0.0,158.62,4.0,98.2,Overcast,Overcast
406,2018-02-12,101.46,2.54,3.13,308.62,18.81,58.12,0.0,223.25,4.0,0.7,Clear,Clear
407,2018-02-13,101.55,2.79,2.54,231.12,18.7,65.19,0.0,184.64,4.0,74.9,Partially cloudy,Partially cloudy
408,2018-02-14,101.5,2.89,4.7,266.0,20.49,72.75,0.0,202.64,4.0,96.6,Overcast,Overcast
409,2018-02-15,101.55,2.52,3.86,266.69,19.32,60.12,0.0,211.23,4.0,0.6,Clear,Clear
410,2018-02-16,101.34,2.48,3.09,274.81,19.16,55.62,0.0,229.91,4.0,20.1,Clear,Clear
411,2018-02-17,100.95,2.2,2.33,248.25,20.0,62.62,0.0,218.06,4.0,0.6,Clear,Clear
412,2018-02-18,100.89,2.24,2.29,239.94,20.76,66.69,0.0,215.34,4.0,0.0,Clear,Clear
413,2018-02-19,100.94,2.12,2.59,217.75,20.84,76.19,0.0,208.69,4.0,1.1,Clear,Smoke Or Haze
414,2018-02-20,100.91,1.15,2.36,241.25,22.46,69.94,0.0,179.06,4.0,59.1,Partially cloudy,Partially cloudy
415,2018-02-21,100.74,1.49,2.16,229.56,22.55,64.62,0.0,195.8,2.6,40.7,Partially cloudy,"Fog, Sky Coverage Increasing"
416,2018-02-22,100.73,1.8,2.49,261.56,22.21,59.12,0.0,206.43,4.0,0.6,Clear,Clear
417,2018-02-23,100.8,2.72,2.59,214.56,22.38,70.75,0.0,223.08,4.0,0.0,Clear,Clear
418,2018-02-24,100.98,1.8,3.01,254.81,23.42,62.81,0.0,224.71,4.0,0.0,Clear,Clear
419,2018-02-25,100.95,2.11,2.23,243.56,23.64,64.31,0.03,214.91,4.0,0.0,Clear,Clear
420,2018-02-26,100.81,2.23,3.01,254.31,23.46,66.12,3.58,198.24,4.0,41.2,Partially cloudy,"Sky Coverage Decreasing, Sky Coverage Increasing"
421,2018-02-27,100.86,2.02,2.38,234.12,23.43,59.81,0.0,219.04,4.0,2.6,Clear,Clear
422,2018-02-28,100.85,2.23,2.35,265.75,22.34,58.12,0.0,209.38,4.0,1.5,Clear,Clear
423,2018-03-01,100.77,2.4,2.45,251.12,23.17,61.19,0.0,207.34,4.0,1.2,Clear,Smoke Or Haze
424,2018-03-02,100.63,2.47,3.16,230.56,23.69,70.62,0.0,226.2,1.1,19.3,Clear,Fog
425,2018-03-03,100.39,2.45,2.38,217.12,25.23,65.81,0.0,230.09,4.0,0.7,Clear,Clear
426,2018-03-04,100.5,2.0,2.45,239.12,24.95,64.69,0.0,239.09,4.0,0.6,Clear,Clear
427,2018-03-05,100.69,2.7,4.91,320.06,24.24,61.38,0.0,202.03,4.0,1.5,Clear,Smoke Or Haze
428,2018-03-06,100.77,2.47,2.53,242.19,23.8,62.88,0.09,205.45,2.1,66.6,Partially cloudy,Partially cloudy
429,2018-03-07,100.9,2.37,2.64,238.94,23.73,52.88,0.0,251.48,4.0,0.7,Clear,Clear
430,2018-03-08,100.96,1.7,2.67,239.0,23.75,44.62,0.0,261.02,4.0,0.0,Clear,Clear
431,2018-03-09,100.87,2.39,3.23,281.06,23.8,47.25,0.0,238.12,4.0,1.7,Clear,Clear
432,2018-03-10,100.84,2.82,2.52,249.88,23.43,52.94,0.0,256.38,4.0,0.2,Clear,Clear
433,2018-03-11,100.86,2.55,3.42,235.88,23.73,60.88,0.0,252.19,4.0,0.0,Clear,Clear
434,2018-03-12,100.79,2.66,3.01,243.5,24.72,67.44,0.1,201.34,4.0,30.0,Partially cloudy,Partially cloudy
435,2018-03-13,100.7,2.25,2.21,227.44,25.8,59.94,0.28,235.6,2.9,45.3,Partially cloudy,Partially cloudy
436,2018-03-14,100.62,2.02,2.64,250.44,25.52,56.5,0.0,262.97,4.0,0.0,Clear,Clear
437,2018-03-15,100.51,2.2,2.95,214.19,25.64,64.56,0.0,219.38,4.0,0.0,Clear,Clear
438,2018-03-16,100.47,2.48,3.84,235.94,26.73,68.75,0.15,87.07,2.6,93.6,Overcast,Overcast
439,2018-03-17,100.62,3.3,4.34,228.94,26.43,57.69,0.55,236.91,4.0,1.0,Clear,Clear
440,2018-03-18,100.78,1.8,2.42,213.62,26.63,60.94,0.04,247.62,4.0,38.4,Partially cloudy,Partially cloudy
441,2018-03-19,100.91,2.22,2.12,268.56,26.12,52.19,0.0,255.11,4.0,0.0,Clear,Clear
442,2018-03-20,100.69,2.18,2.73,252.75,25.26,50.81,0.0,263.1,4.0,1.2,Clear,Mist
443,2018-03-21,100.58,1.97,2.88,249.31,25.99,54.69,0.0,251.05,4.0,0.8,Clear,Clear
444,2018-03-22,100.36,2.54,4.11,190.5,26.8,67.19,0.0,217.82,4.0,78.1,Overcast,Overcast
445,2018-03-23,100.38,2.56,3.94,222.88,28.3,66.44,0.06,196.21,4.0,31.0,Partially cloudy,Partially cloudy
446,2018-03-24,100.73,2.06,2.5,183.81,28.19,70.75,0.69,195.15,4.0,95.8,Overcast,Overcast
447,2018-03-25,100.9,1.92,3.55,230.0,28.49,63.12,0.11,200.62,4.0,0.9,Clear,Clear
448,2018-03-26,100.77,2.17,3.2,244.88,28.2,65.88,2.27,209.15,4.0,21.7,Clear,Clear
449,2018-03-27,100.6,2.2,2.0,219.06,28.48,57.88,0.0,239.73,4.0,2.6,Clear,Clear
450,2018-03-28,100.54,2.13,3.44,200.44,28.39,63.56,0.0,243.86,4.0,75.3,Overcast,Overcast
451,2018-03-29,100.48,3.18,4.45,187.38,28.41,68.12,0.0,232.38,4.0,59.3,Partially cloudy,Partially cloudy
452,2018-03-30,100.42,3.68,3.96,182.31,29.06,67.31,0.0,219.3,4.0,30.2,Partially cloudy,Partially cloudy
453,2018-03-31,100.52,3.52,2.85,170.19,28.25,70.69,2.41,161.47,3.9,51.1,Partially cloudy,Partially cloudy
454,2018-04-01,100.6,2.12,3.13,175.06,27.39,76.0,16.26,180.53,3.9,99.0,Overcast,Overcast
455,2018-04-02,100.73,2.19,4.27,148.69,25.94,70.81,6.18,175.08,3.9,99.0,Overcast,Overcast
456,2018-04-03,100.62,2.3,2.91,213.19,26.7,65.0,0.16,254.34,4.0,2.8,Clear,Clear
457,2018-04-04,100.46,3.15,2.25,190.62,27.47,70.0,0.58,257.52,4.0,39.1,Partially cloudy,Partially cloudy
458,2018-04-05,100.3,3.85,3.46,181.0,27.98,72.69,0.94,258.23,4.0,1.3,Clear,Clear
