,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,ALLSKY_KT,ALLSKY_SFC_LW_DWN,ALLSKY_SFC_PAR_TOT,CLRSKY_SFC_PAR_TOT,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,ALLSKY_SFC_UV_INDEX
20121212,128.77,150.7,0.46,384.01,57.7,66.36,7.35,0.16,0.86
20121213,92.95,144.08,0.33,383.45,43.62,62.54,6.02,0.14,0.72
20121214,112.46,135.86,0.4,377.59,49.45,57.49,5.74,0.13,0.68
20121215,104.7,128.1,0.38,369.55,45.25,53.34,5.02,0.12,0.61
20121216,123.55,156.48,0.45,360.05,54.27,66.8,6.7,0.16,0.8
20121217,155.7,170.09,0.55,347.59,68.47,74.54,8.63,0.2,1.05
20121218,159.72,161.21,0.57,324.82,66.59,67.68,7.88,0.18,0.9
20121219,147.45,151.2,0.53,326.76,61.06,62.89,6.97,0.15,0.77
20121220,156.8,168.34,0.56,329.53,67.48,72.46,8.35,0.19,0.97
20121221,164.13,172.75,0.59,325.5,71.6,75.31,9.15,0.2,1.02
20121222,160.19,166.71,0.58,313.3,67.09,69.84,8.12,0.17,0.85
20121223,151.05,172.25,0.54,332.67,64.34,72.05,8.13,0.17,0.85
20121224,137.14,171.63,0.49,341.41,59.65,73.02,7.77,0.16,0.84
20121225,162.34,172.37,0.58,321.09,68.7,72.55,8.55,0.18,0.9
20121226,137.56,146.5,0.49,322.48,56.69,60.12,6.52,0.15,0.74
20121227,127.78,137.12,0.45,327.37,51.86,55.2,5.66,0.12,0.64
20121228,141.59,148.03,0.51,316.14,57.59,60.28,6.47,0.14,0.72
20121229,150.16,157.11,0.54,313.45,61.29,64.07,7.02,0.15,0.77
20121230,168.59,173.49,0.6,311.27,70.84,72.99,8.73,0.2,1.02
20121231,170.74,173.72,0.61,321.12,73.61,75.34,9.1,0.2,0.97
20130101,170.55,178.68,0.6,337.76,75.23,78.73,9.77,0.21,1.09
20130102,115.51,141.54,0.41,375.76,51.37,60.59,6.13,0.14,0.71
20130103,75.73,103.95,0.27,389.55,31.05,40.89,3.09,0.07,0.36
20130104,111.28,118.01,0.39,351.09,43.32,45.57,4.25,0.09,0.47
20130105,142.28,149.04,0.5,333.71,58.9,61.57,6.7,0.16,0.8
20130106,130.52,146.71,0.46,345.0,56.25,62.25,6.44,0.16,0.84
20130107,71.98,117.07,0.25,368.09,31.59,47.19,3.3,0.08,0.41
20130108,122.55,133.63,0.43,346.43,50.8,54.72,5.44,0.12,0.67
20130109,149.28,157.1,0.52,306.27,60.37,63.51,6.81,0.16,0.83
20130110,136.47,141.41,0.47,313.44,54.84,57.15,5.89,0.13,0.68
20130111,148.16,153.81,0.51,317.14,61.13,63.75,6.95,0.16,0.83
20130112,136.41,141.55,0.47,316.61,55.2,57.54,5.98,0.13,0.71
20130113,133.16,141.44,0.45,326.03,54.8,58.17,5.98,0.13,0.68
20130114,138.3,143.02,0.47,339.3,57.7,60.02,6.3,0.14,0.72
20130115,149.48,156.09,0.51,339.05,63.85,66.43,7.41,0.17,0.88
20130116,134.48,162.45,0.45,371.25,59.97,71.17,7.34,0.17,0.9
20130117,138.16,166.88,0.47,366.58,61.83,73.2,7.58,0.18,0.92
20130118,167.91,178.22,0.56,349.18,73.41,77.81,9.04,0.22,1.13
20130119,170.62,172.26,0.57,353.34,74.21,75.38,8.89,0.2,1.05
20130120,140.6,149.41,0.47,359.34,60.55,64.12,6.78,0.16,0.82
20130121,154.57,159.73,0.52,353.08,67.12,69.44,7.77,0.17,0.89
20130122,168.66,181.1,0.55,330.48,73.88,78.91,9.09,0.21,1.09
20130123,197.06,206.82,0.65,310.93,85.02,89.05,10.79,0.26,1.33
20130124,196.58,203.99,0.64,319.62,85.91,89.24,10.9,0.27,1.36
20130125,191.6,201.3,0.62,324.63,83.82,87.97,10.52,0.26,1.37
20130126,180.08,187.69,0.59,323.52,76.7,80.03,9.2,0.22,1.13
20130127,179.14,189.2,0.58,323.38,75.54,79.68,9.02,0.2,1.07
20130128,150.13,197.09,0.48,324.37,66.48,83.86,8.55,0.2,1.02
20130129,187.72,196.05,0.6,318.74,79.65,83.05,9.82,0.22,1.12
20130130,183.55,191.04,0.58,316.98,77.77,80.9,9.38,0.21,1.07
20130131,184.06,195.8,0.58,324.74,79.16,83.57,9.84,0.23,1.23
20130201,117.73,186.0,0.37,333.07,53.87,79.87,6.93,0.16,0.85
20130202,146.82,204.58,0.46,348.27,68.13,90.21,9.32,0.22,1.13
20130203,178.6,186.14,0.55,345.28,77.45,80.79,9.34,0.21,-999.0
20130204,181.34,187.48,0.56,348.43,79.27,82.05,9.62,0.22,1.13
20130205,193.47,197.88,0.59,346.05,84.91,87.07,10.55,0.25,1.29
20130206,209.91,214.52,0.64,349.24,93.19,95.45,12.06,0.3,1.55
20130207,177.59,186.48,0.54,371.84,78.02,81.74,9.43,0.24,1.27
20130208,109.35,187.0,0.33,389.52,51.94,83.33,6.88,0.19,1.01
20130209,216.62,224.8,0.65,338.9,96.73,100.15,12.8,0.35,1.85
20130210,236.45,247.73,0.7,311.45,102.4,106.82,13.89,0.38,1.97
20130211,226.4,236.02,0.67,326.41,99.61,103.56,13.25,0.36,1.91
20130212,201.22,230.86,0.59,344.79,88.49,99.71,11.89,0.34,1.8
20130213,194.22,224.36,0.57,361.03,87.72,99.45,11.73,0.32,1.71
20130214,206.3,212.93,0.6,362.33,91.32,94.2,11.55,0.3,1.54
20130215,208.45,217.09,0.61,361.03,92.77,96.62,11.93,0.29,1.5
20130216,72.85,225.53,0.21,386.72,38.01,101.86,6.14,0.16,0.84
20130217,46.79,215.99,0.13,403.77,25.22,98.03,4.2,0.11,0.59
20130218,179.64,210.8,0.52,366.03,79.88,91.32,10.24,0.26,1.38
20130219,203.51,224.39,0.58,336.49,89.52,97.77,11.55,0.29,-999.0
20130220,222.77,231.48,0.63,343.69,99.38,103.16,13.02,0.33,1.68
20130221,223.69,233.68,0.63,342.94,98.09,102.25,12.63,0.31,-999.0
20130222,241.88,247.56,0.68,332.8,106.43,108.95,14.04,0.36,1.84
20130223,250.12,254.49,0.7,340.37,111.29,113.42,14.88,0.41,2.12
20130224,242.42,247.02,0.67,353.41,108.84,111.18,14.48,0.4,2.1
20130225,237.4,242.41,0.66,362.56,106.1,108.55,13.98,0.38,2.01
20130226,237.85,242.33,0.66,364.0,106.06,108.24,13.88,0.38,2.02
20130227,247.6,254.17,0.68,346.3,108.93,111.8,14.38,0.4,2.09
20130228,253.38,257.95,0.69,354.23,113.16,115.33,15.16,0.43,2.26
20130301,264.55,270.31,0.72,330.6,113.34,115.9,14.91,0.41,2.12
20130302,262.98,271.4,0.71,337.34,114.9,118.58,15.16,0.41,2.19
20130303,255.73,261.38,0.69,340.79,111.16,113.66,14.42,0.39,2.03
20130304,246.98,253.34,0.66,350.05,106.65,109.25,13.55,0.36,1.87
20130305,244.84,250.33,0.65,349.24,105.71,108.05,13.31,0.35,1.84
20130306,236.94,241.81,0.62,367.2,103.95,106.02,12.98,0.35,1.84
20130307,229.95,239.67,0.6,370.59,100.37,104.23,12.41,0.34,1.76
20130308,232.95,239.3,0.61,363.03,101.33,104.04,12.47,0.33,1.7
20130309,238.95,245.01,0.62,355.67,102.62,105.22,12.74,0.34,1.77
20130310,241.91,249.61,0.62,375.62,106.52,109.7,13.73,0.37,1.88
20130311,231.5,244.02,0.59,399.54,103.22,107.87,13.22,0.34,1.8
20130312,235.12,243.16,0.6,385.16,103.31,106.3,13.04,0.35,1.82
20130313,236.38,244.31,0.6,381.46,103.93,106.82,13.16,0.36,1.91
20130314,214.55,238.88,0.55,399.65,95.63,104.73,12.05,0.34,1.76
20130315,180.73,219.86,0.46,405.51,81.3,95.38,9.91,0.28,1.47
20130316,207.65,226.49,0.52,397.84,91.65,99.09,11.06,0.3,1.53
20130317,134.27,218.52,0.34,406.13,61.3,94.03,7.3,0.2,1.01
20130318,268.69,280.34,0.67,369.28,118.28,122.98,15.45,0.42,2.18
20130319,263.25,277.21,0.66,375.66,116.34,121.84,15.15,0.41,-999.0
20130320,261.67,274.89,0.65,379.77,116.1,121.33,15.14,0.4,2.04
20130321,260.55,268.51,0.64,388.61,115.23,118.4,14.73,0.39,2.01
20130322,210.95,239.01,0.52,418.14,93.72,104.41,11.39,0.3,1.52
20130323,222.61,239.78,0.55,416.77,98.35,104.92,11.84,0.31,1.6
20130324,236.61,253.03,0.58,414.3,105.01,111.05,13.11,0.35,1.82
20130325,239.72,246.63,0.59,412.51,105.26,107.92,12.7,0.33,1.71
20130326,249.86,263.75,0.61,401.05,110.16,115.42,13.7,0.36,1.84
20130327,254.7,269.09,0.62,404.66,113.71,119.2,14.4,0.39,2.01
20130328,227.83,251.24,0.55,430.77,102.55,111.52,12.59,0.34,1.73
20130329,158.89,235.03,0.38,443.2,72.62,102.66,8.71,0.23,1.22
20130330,178.28,233.32,0.43,444.11,80.04,101.31,9.61,0.25,1.27
20130331,225.22,232.41,0.54,424.38,97.84,100.53,11.49,0.29,1.49
20130401,237.19,240.36,0.56,422.57,104.24,105.48,12.62,0.32,1.66
20130402,252.98,261.32,0.6,426.06,113.57,116.62,14.38,0.38,1.94
20130403,220.62,257.62,0.52,433.57,99.4,114.33,12.49,0.34,1.77
20130404,242.95,279.59,0.57,421.8,110.76,125.35,14.66,0.41,2.14
20130405,296.37,307.53,0.7,380.61,131.47,135.46,17.52,0.49,2.59
20130406,295.44,310.95,0.7,367.8,129.55,135.25,17.26,0.49,-999.0
20130407,298.28,309.98,0.7,375.6,131.3,135.48,17.45,0.49,2.59
20130408,285.03,297.17,0.66,392.95,125.59,130.07,16.38,0.45,-999.0
20130409,282.72,294.62,0.66,399.16,124.67,129.03,16.24,0.44,2.28
20130410,266.66,274.85,0.62,411.16,117.62,120.52,14.49,0.38,2.0
20130411,231.22,248.41,0.53,435.02,101.88,108.1,11.84,0.31,1.62
20130412,248.41,261.5,0.57,437.82,111.28,115.95,13.46,0.36,1.88
20130413,243.48,261.05,0.56,434.49,108.99,115.33,13.14,0.35,1.82
20130414,232.73,267.37,0.53,427.3,105.09,118.66,12.84,0.35,1.79
20130415,279.84,289.8,0.64,422.45,127.41,131.05,16.38,0.44,2.3
20130416,238.51,277.89,0.55,428.12,110.78,126.48,14.16,0.38,1.95
20130417,249.71,282.26,0.57,436.62,114.43,126.67,14.67,0.4,2.05
20130418,235.86,266.37,0.54,426.06,109.34,120.87,13.67,0.38,1.94
20130419,202.99,276.55,0.46,424.52,95.7,126.27,12.29,0.36,1.89
20130420,160.3,276.26,0.36,415.09,78.38,125.98,10.27,0.28,1.41
20130421,217.9,291.19,0.49,411.23,104.13,133.77,13.97,0.39,2.02
20130422,269.38,292.35,0.61,404.27,126.34,134.61,16.41,0.45,2.3
20130423,254.34,286.09,0.57,416.83,119.16,130.98,15.36,0.43,2.21
20130424,246.52,272.72,0.55,418.56,114.09,123.77,14.26,0.38,1.94
20130425,263.05,280.87,0.59,424.04,120.89,127.32,15.19,0.41,2.09
20130426,267.09,276.66,0.6,427.34,121.9,124.88,15.05,0.41,2.15
20130427,248.32,262.81,0.55,438.66,113.18,118.05,13.55,0.36,1.9
20130428,279.93,292.15,0.62,442.41,129.35,133.38,16.52,0.44,2.28
20130429,263.96,288.13,0.59,443.73,121.59,130.45,15.43,0.41,2.09
20130430,277.0,288.39,0.62,437.84,126.77,130.48,16.01,0.42,2.17
20130501,259.73,282.98,0.58,450.95,120.81,129.51,15.33,0.41,2.18
20130502,278.52,292.45,0.62,444.88,127.84,132.76,16.28,0.43,2.22
20130503,269.51,296.65,0.59,445.22,124.77,134.9,16.16,0.43,2.23
20130504,274.39,295.95,0.61,436.11,127.95,135.73,16.56,0.44,2.27
20130505,240.48,282.18,0.53,444.7,113.94,129.48,14.56,0.39,2.01
20130506,246.96,283.34,0.55,442.25,118.38,132.15,15.09,0.4,2.04
20130507,280.33,298.39,0.62,439.09,133.6,140.27,17.59,0.47,2.41
20130508,240.34,280.83,0.53,449.53,113.68,129.31,14.34,0.39,1.99
20130509,276.94,290.36,0.61,440.25,129.27,133.68,16.39,0.45,2.38
20130510,267.25,279.91,0.59,441.84,124.37,128.3,15.45,0.41,2.11
20130511,260.77,283.88,0.57,440.02,121.88,130.51,15.4,0.41,2.12
20130512,199.25,252.6,0.44,452.46,93.9,113.68,11.17,0.3,1.5
20130513,237.78,273.75,0.52,444.64,111.91,125.4,13.82,0.38,1.95
20130514,235.19,286.67,0.52,446.25,112.16,132.2,14.36,0.4,2.04
20130515,225.89,297.91,0.49,445.69,109.66,138.3,14.66,0.41,2.12
20130516,155.02,295.8,0.34,438.88,76.26,133.35,10.01,0.28,1.43
20130517,211.72,269.92,0.46,454.71,100.44,123.02,12.2,0.34,1.77
20130518,208.13,258.83,0.45,452.54,97.34,117.08,11.5,0.31,1.61
20130519,252.52,285.17,0.55,450.73,118.15,130.52,14.94,0.41,2.09
20130520,219.91,264.43,0.48,456.67,102.7,119.3,12.37,0.32,1.66
20130521,184.58,242.41,0.4,462.35,84.79,106.72,9.38,0.24,1.23
20130522,223.62,256.17,0.48,450.52,103.0,115.19,11.84,0.31,1.6
20130523,217.34,275.27,0.48,458.15,103.48,125.89,12.62,0.34,1.77
20130524,195.71,255.77,0.43,455.23,92.27,115.41,10.73,0.29,1.48
20130525,175.66,255.88,0.38,462.22,83.55,115.48,9.92,0.26,1.3
20130526,177.66,232.7,0.38,457.22,83.45,103.87,9.47,0.25,1.27
20130527,229.7,290.28,0.5,448.05,112.05,135.68,14.82,0.41,2.12
20130528,155.52,291.5,0.34,449.02,79.38,136.19,10.7,0.3,1.55
20130529,53.58,288.42,0.12,445.7,29.89,136.34,4.38,0.12,0.59
20130530,40.05,260.59,0.09,441.46,22.58,120.7,3.22,0.08,0.41
20130531,153.34,274.23,0.34,439.27,76.07,124.7,9.69,0.27,1.34
20130601,219.02,275.76,0.48,441.49,105.02,127.23,13.21,0.35,1.81
20130602,238.88,289.59,0.52,437.7,114.72,134.96,14.7,0.4,2.05
20130603,283.8,295.11,0.62,428.34,134.57,137.93,17.29,0.48,2.51
20130604,276.3,293.68,0.6,429.88,130.93,136.8,16.88,0.48,2.46
20130605,263.65,293.51,0.57,436.78,125.82,137.4,16.28,0.44,2.23
20130606,239.09,261.3,0.52,439.44,111.65,119.58,13.53,0.36,1.88
20130607,170.02,232.65,0.37,438.91,79.9,104.1,9.2,0.25,1.28
20130608,225.18,268.54,0.48,439.78,106.86,123.98,13.52,0.38,1.96
20130609,205.8,257.99,0.45,446.21,97.91,118.4,11.87,0.34,1.74
20130610,97.7,241.16,0.21,453.54,48.4,109.12,5.7,0.16,0.81
20130611,200.0,274.02,0.43,449.33,97.0,127.42,12.39,0.34,1.72
20130612,142.95,264.2,0.31,445.35,72.19,121.59,9.51,0.25,1.26
20130613,163.73,294.82,0.35,441.42,83.54,139.65,11.79,0.34,1.71
20130614,56.48,285.52,0.12,441.28,31.29,134.58,4.63,0.12,0.63
20130615,108.63,294.25,0.23,441.62,57.44,139.73,8.29,0.23,1.16
20130616,247.89,299.64,0.54,443.66,120.88,141.95,16.27,0.45,2.34
20130617,277.42,305.27,0.6,442.36,134.25,144.85,17.88,0.5,2.62
20130618,229.4,299.62,0.5,450.08,112.51,142.2,15.22,0.45,2.34
20130619,80.29,292.38,0.17,450.58,42.64,138.16,6.11,0.16,0.82
20130620,128.79,292.51,0.28,446.04,65.09,137.77,8.98,0.27,1.36
20130621,244.01,278.52,0.53,443.76,116.24,129.83,14.93,0.41,2.16
20130622,153.49,286.66,0.34,449.87,77.55,135.28,10.84,0.3,1.49
20130623,201.36,293.85,0.44,448.03,100.38,138.98,13.7,0.38,1.98
20130624,151.25,284.82,0.33,445.53,77.95,134.26,10.82,0.3,1.54
20130625,111.98,269.41,0.24,446.87,59.14,125.8,8.16,0.22,1.12
20130626,192.23,270.62,0.41,447.96,95.22,126.9,12.42,0.34,1.77
20130627,181.06,271.65,0.39,448.81,89.48,126.53,11.76,0.34,1.72
20130628,161.3,271.49,0.35,446.58,82.19,128.16,10.95,0.3,1.57
20130629,93.43,257.75,0.2,444.32,49.4,120.05,6.6,0.19,0.96
20130630,66.41,271.13,0.14,442.41,35.73,127.27,5.01,0.14,0.71
20130701,160.34,283.3,0.35,447.14,81.38,133.27,11.01,0.3,1.58
20130702,230.5,286.04,0.5,444.22,113.1,135.6,15.01,0.42,2.18
20130703,212.69,293.84,0.46,441.23,105.55,139.16,14.39,0.41,2.12
20130704,231.09,287.05,0.5,442.95,112.82,135.16,15.04,0.43,2.2
20130705,214.3,293.85,0.47,439.23,106.59,139.48,14.61,0.41,2.14
20130706,234.66,294.3,0.51,437.01,115.09,139.25,15.6,0.45,2.34
20130707,248.23,296.91,0.54,434.92,120.49,140.18,15.94,0.45,2.34
20130708,248.85,305.01,0.54,435.8,120.68,143.82,16.34,0.47,2.4
20130709,225.32,299.42,0.49,438.3,110.72,141.47,15.12,0.43,2.2
20130710,233.57,299.13,0.51,439.71,113.76,141.5,15.45,0.43,2.23
20130711,168.23,305.48,0.37,439.96,85.78,146.01,12.43,0.34,1.69
20130712,159.71,307.57,0.35,439.12,83.45,147.18,12.45,0.35,1.79
20130713,118.85,293.91,0.26,440.65,62.84,139.86,9.38,0.27,1.4
20130714,224.52,295.18,0.49,443.74,110.41,139.73,15.12,0.45,2.27
20130715,213.59,298.09,0.47,445.04,105.34,141.27,14.62,0.43,2.21
20130716,171.48,302.36,0.38,441.34,87.45,143.99,12.63,0.36,1.84
20130717,212.15,306.7,0.46,441.72,105.94,146.16,15.03,0.45,2.27
20130718,218.67,295.9,0.48,444.71,108.47,140.27,15.06,0.44,2.25
20130719,197.8,300.15,0.43,446.35,99.79,143.14,14.28,0.41,2.12
20130720,195.96,299.75,0.43,444.96,98.27,142.63,14.07,0.41,2.1
20130721,193.04,302.79,0.42,446.51,96.43,144.09,13.86,0.39,2.0
20130722,175.21,307.26,0.38,441.9,89.62,146.97,13.22,0.38,1.91
20130723,189.5,305.55,0.41,444.32,96.44,146.46,14.01,0.41,2.1
20130724,167.16,300.35,0.37,442.89,85.97,143.24,12.55,0.36,1.84
20130725,154.42,296.07,0.34,446.47,79.09,140.55,11.36,0.33,1.69
20130726,126.51,298.73,0.28,446.95,67.06,142.38,10.09,0.3,1.52
20130727,118.12,294.83,0.26,440.89,62.8,140.2,9.34,0.28,1.41
20130728,113.46,285.86,0.25,440.77,60.25,135.54,8.84,0.27,1.36
20130729,114.06,300.48,0.25,447.02,60.77,143.9,9.29,0.28,1.43
20130730,159.92,296.06,0.35,447.84,82.2,140.59,11.99,0.36,1.83
20130731,202.36,300.06,0.45,436.95,101.59,142.9,14.47,0.43,2.2
20130801,199.62,300.7,0.45,436.05,99.67,142.78,14.13,0.41,2.14
20130802,203.68,296.26,0.45,438.82,100.23,140.02,13.93,0.41,2.09
20130803,229.58,287.51,0.51,438.11,111.32,135.03,14.94,0.42,2.16
20130804,245.39,290.18,0.55,435.61,118.88,136.82,15.9,0.45,2.32
20130805,208.09,293.68,0.46,434.13,102.71,139.0,14.16,0.41,2.13
20130806,139.91,295.42,0.31,440.05,73.41,140.59,10.88,0.33,1.68
20130807,147.05,285.95,0.33,441.04,75.46,135.5,10.75,0.31,1.59
20130808,120.25,278.3,0.27,443.5,63.25,131.71,9.22,0.27,1.39
20130809,194.98,286.03,0.44,442.0,97.14,135.2,13.47,0.39,2.01
20130810,114.37,277.68,0.26,441.02,58.92,129.74,8.33,0.23,1.16
20130811,105.94,271.77,0.23,437.3,54.46,127.16,7.8,0.23,1.16
20130812,223.52,296.23,0.5,431.52,110.16,140.88,15.23,0.44,2.24
20130813,216.75,300.44,0.49,432.95,106.79,142.79,14.84,0.42,2.17
20130814,243.13,292.8,0.55,432.08,117.95,138.38,15.84,0.45,2.33
20130815,239.91,280.71,0.54,433.5,115.2,131.62,15.28,0.43,2.22
20130816,220.4,283.1,0.5,433.4,107.7,133.35,14.7,0.42,2.16
20130817,189.01,280.74,0.43,434.04,93.91,132.42,13.13,0.38,1.96
20130818,150.41,271.3,0.34,436.68,75.15,126.7,10.48,0.3,1.54
20130819,68.89,281.81,0.16,436.38,37.32,133.64,5.8,0.16,0.84
20130820,66.35,267.7,0.15,438.17,35.88,125.83,5.45,0.15,0.76
20130821,117.13,271.63,0.27,438.77,61.01,128.23,8.93,0.27,1.35
20130822,209.87,271.58,0.48,437.27,101.42,127.66,13.6,0.39,2.02
20130823,218.21,273.62,0.5,438.52,104.98,128.09,13.94,0.39,2.03
20130824,210.66,273.06,0.48,439.52,102.09,128.2,13.79,0.39,2.01
20130825,244.03,269.98,0.56,438.98,116.45,126.84,15.53,0.44,2.25
20130826,188.76,261.74,0.44,439.16,90.63,122.36,12.32,0.36,1.84
20130827,87.95,262.49,0.2,435.76,45.65,123.15,6.84,0.18,0.91
20130828,57.81,272.16,0.13,436.34,31.67,128.77,5.16,0.13,0.66
20130829,194.75,259.86,0.45,436.0,94.91,121.75,13.02,0.37,1.88
20130830,210.07,261.14,0.49,439.78,100.89,122.38,13.12,0.37,1.88
20130831,203.16,254.26,0.48,444.26,97.62,118.64,12.88,0.36,1.83
20130901,195.92,236.88,0.46,442.09,93.29,109.43,12.08,0.33,1.69
20130902,44.71,251.97,0.1,442.3,24.46,118.59,3.94,0.09,0.44
20130903,181.4,259.09,0.43,439.6,90.59,122.62,13.04,0.38,1.95
20130904,234.77,251.41,0.55,434.59,110.05,116.73,14.2,0.39,2.02
20130905,219.91,242.53,0.52,433.73,103.29,112.28,13.3,0.36,1.84
20130906,196.7,226.1,0.47,434.94,91.76,103.3,11.41,0.3,1.56
20130907,164.81,236.54,0.39,436.82,79.12,109.41,10.37,0.28,1.45
20130908,160.75,266.54,0.38,432.34,81.22,126.33,12.38,0.38,1.9
20130909,162.64,255.24,0.39,431.12,80.36,119.42,11.24,0.33,1.66
20130910,179.71,271.16,0.43,431.98,88.79,128.77,12.5,0.37,1.85
20130911,208.51,276.4,0.5,430.98,102.49,131.89,14.16,0.41,2.09
20130912,223.46,275.12,0.54,433.48,108.17,131.05,14.42,0.4,2.05
20130913,229.23,259.14,0.55,431.16,108.82,121.51,14.06,0.38,1.93
20130914,149.25,250.52,0.37,433.23,71.86,116.62,9.49,0.26,1.31
20130915,185.72,262.88,0.45,435.0,90.93,123.81,12.56,0.36,1.82
20130916,233.47,252.12,0.57,428.4,109.67,117.55,14.11,0.38,1.93
20130917,125.98,254.05,0.31,435.59,64.74,119.49,9.19,0.27,1.33
20130918,145.91,240.72,0.36,435.52,73.16,113.45,9.97,0.29,1.45
20130919,135.2,229.58,0.34,436.84,67.7,106.64,9.09,0.25,1.26
20130920,184.69,262.56,0.46,432.35,90.91,124.56,12.46,0.34,1.73
20130921,198.45,258.5,0.5,427.37,96.31,121.95,12.92,0.35,1.8
20130922,211.92,256.79,0.53,426.45,101.91,121.02,13.53,0.37,1.88
20130923,216.05,257.55,0.55,429.88,104.11,121.65,13.83,0.38,1.95
20130924,236.73,250.46,0.6,430.38,111.68,117.7,14.38,0.38,1.96
20130925,202.47,241.56,0.52,433.59,95.7,112.43,12.38,0.33,1.66
20130926,201.58,237.63,0.52,432.08,95.74,110.84,12.44,0.34,1.74
20130927,185.62,225.73,0.48,429.41,87.15,103.98,11.2,0.3,1.5
20130928,159.81,219.78,0.41,433.32,76.87,101.31,10.19,0.27,1.39
20130929,80.41,244.37,0.21,430.7,41.77,115.82,6.34,0.17,0.88
20130930,106.72,242.03,0.27,432.77,55.23,114.58,8.35,0.23,1.18
20131001,93.38,246.97,0.24,432.48,49.46,117.73,8.05,0.23,1.17
20131002,153.85,248.11,0.41,433.52,77.62,118.09,11.88,0.35,1.82
20131003,144.49,247.3,0.38,432.36,73.29,117.79,11.69,0.34,1.76
20131004,185.96,237.67,0.49,425.34,90.43,112.41,12.86,0.35,1.83
20131005,194.28,229.81,0.52,426.32,92.98,107.98,12.83,0.35,1.8
20131006,185.57,226.1,0.49,428.72,89.09,106.16,12.16,0.32,1.63
20131007,151.37,221.12,0.41,431.16,74.82,103.62,10.77,0.29,1.46
20131008,147.34,223.81,0.4,425.68,72.48,104.66,10.55,0.28,1.43
20131009,117.3,222.8,0.32,431.41,60.67,104.2,9.66,0.26,1.32
20131010,208.97,240.05,0.57,414.12,99.83,112.88,13.9,0.36,1.84
20131011,223.63,226.51,0.61,413.05,103.59,105.2,13.98,0.35,1.77
20131012,96.23,236.82,0.27,421.77,51.48,112.66,8.74,0.23,1.2
20131013,100.15,230.49,0.27,434.79,53.27,109.93,9.08,0.25,1.29
20131014,132.03,232.47,0.37,439.29,68.07,110.66,11.12,0.3,1.55
20131015,166.44,231.2,0.46,435.8,80.55,109.2,11.76,0.31,1.6
20131016,195.91,219.97,0.55,423.58,91.42,101.3,12.01,0.3,1.54
20131017,174.82,214.7,0.49,429.91,83.6,99.56,11.56,0.3,1.55
20131018,182.07,205.21,0.52,425.62,84.43,93.84,10.86,0.27,1.39
20131019,182.81,203.56,0.52,419.18,84.15,92.99,10.66,0.27,1.37
20131020,207.01,213.93,0.59,415.81,95.99,99.34,12.62,0.32,1.65
20131021,159.86,223.24,0.46,420.57,77.73,105.36,11.38,0.3,1.59
20131022,114.52,214.85,0.33,419.25,58.29,101.22,9.2,0.25,1.32
20131023,107.37,223.8,0.31,416.57,56.06,106.4,9.27,0.26,1.38
20131024,147.7,224.75,0.43,415.39,73.89,107.1,11.41,0.31,1.65
20131025,85.69,225.77,0.25,418.16,45.55,107.84,7.84,0.22,1.12
20131026,75.15,216.21,0.22,420.46,40.42,102.64,6.98,0.19,0.96
20131027,135.08,205.95,0.4,411.44,66.68,96.16,9.79,0.26,1.33
20131028,204.77,213.42,0.61,395.82,93.24,97.03,12.16,0.28,1.43
20131029,208.45,211.16,0.62,387.74,94.01,95.73,12.16,0.28,1.41
20131030,206.75,206.81,0.62,367.3,91.23,91.86,11.76,0.27,1.34
20131031,198.13,196.48,0.6,360.41,86.45,86.52,10.54,0.23,1.16
20131101,199.46,198.81,0.6,363.77,88.37,88.77,11.38,0.26,1.28
20131102,195.87,194.27,0.59,362.75,85.84,85.92,10.62,0.23,1.17
20131103,198.06,197.4,0.61,369.22,87.59,88.01,11.01,0.25,-999.0
20131104,176.47,177.94,0.55,383.32,77.59,78.65,9.33,0.2,1.04
20131105,175.33,175.18,0.55,369.19,75.17,75.62,8.84,0.2,0.99
20131106,191.5,191.38,0.59,361.67,83.88,84.43,10.57,0.24,1.24
20131107,186.07,192.1,0.59,358.6,81.53,84.41,10.04,0.23,1.16
20131108,196.76,201.76,0.62,365.03,87.59,90.16,11.2,0.25,1.25
20131109,213.87,212.2,0.68,361.76,96.02,96.12,12.52,0.28,1.43
20131110,222.38,220.46,0.7,354.34,99.8,99.81,13.27,0.3,1.52
20131111,222.38,220.52,0.71,332.07,97.59,97.63,12.85,0.3,1.51
20131112,216.8,214.92,0.7,326.87,94.66,94.71,12.42,0.3,1.51
20131113,194.74,206.3,0.62,345.38,86.56,91.73,11.42,0.28,1.44
20131114,199.47,198.35,0.65,337.2,87.03,87.34,11.2,0.27,1.36
20131115,202.09,200.77,0.66,341.2,89.69,89.96,11.7,0.28,1.41
20131116,210.54,211.16,0.69,357.25,95.48,96.55,12.76,0.3,1.52
20131117,191.7,211.34,0.63,370.56,88.14,96.63,12.1,0.3,1.55
20131118,203.48,203.25,0.67,350.7,91.78,92.52,12.12,0.28,1.4
20131119,196.18,194.52,0.65,339.86,85.82,86.02,11.02,0.25,1.24
20131120,175.42,179.63,0.59,352.57,76.13,78.51,9.38,0.21,1.1
20131121,175.29,178.99,0.59,351.71,76.4,78.68,9.52,0.21,1.06
20131122,143.68,189.79,0.48,385.26,67.73,86.92,9.38,0.22,1.15
