,Unnamed: 0,PS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WD10M,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE,WD50M,T2M,T2MDEW,T2MWET,TS,T2M_RANGE,T2M_MAX,T2M_MIN,QV2M,RH2M,PRECTOTCORR,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,ALLSKY_KT,ALLSKY_SFC_LW_DWN,ALLSKY_SFC_PAR_TOT,CLRSKY_SFC_PAR_TOT,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,ALLSKY_SFC_UV_INDEX
3637,20211216,101.32,2.71,3.84,1.65,2.19,214.5,4.17,5.62,2.46,3.16,214.75,16.37,13.6,14.99,15.65,-263.2,21.86,11.91,9.64,84.31,0.0,141.24,146.3,0.51,326.07,57.78,60.49,6.42,0.13,0.7
3638,20211217,101.3,2.31,3.38,1.03,2.34,257.69,3.55,5.62,1.44,4.18,257.94,16.62,12.92,14.77,15.47,-259.81,23.15,9.81,9.28,80.12,0.0,171.5,169.35,0.62,317.41,72.41,72.32,8.43,0.17,0.87
3639,20211218,101.26,3.03,3.98,1.94,2.05,313.5,4.98,6.98,2.94,4.05,298.62,17.14,15.15,16.15,16.64,-261.51,23.56,11.92,10.68,87.88,0.0,166.39,166.91,0.59,331.7,72.0,72.99,8.62,0.19,
3640,20211219,101.39,3.38,4.66,2.64,2.02,296.69,5.52,7.23,3.49,3.75,296.88,14.3,10.32,12.31,13.87,-263.22,20.07,10.15,7.75,78.62,0.0,143.75,141.55,0.52,302.95,56.02,56.36,5.98,0.12,0.6
3641,20211220,101.43,2.64,3.35,1.77,1.59,336.06,4.27,6.46,2.43,4.03,336.12,12.27,7.98,10.12,11.56,-259.89,19.05,5.79,6.65,76.5,0.0,169.29,170.52,0.61,291.11,69.12,70.41,8.03,0.16,
3642,20211221,101.3,2.6,3.8,1.6,2.2,331.5,4.12,7.03,2.3,4.73,331.94,12.75,8.97,10.86,11.84,-259.79,19.44,6.08,7.08,79.38,0.0,147.32,145.73,0.53,303.87,58.79,59.09,6.39,0.12,0.59
3643,20211222,101.13,2.73,4.16,2.02,2.14,321.81,4.34,6.7,3.01,3.7,322.0,12.9,7.81,10.35,11.8,-260.7,19.57,7.12,6.59,73.06,0.0,138.79,141.3,0.5,305.7,55.88,57.59,6.14,0.12,0.59
3644,20211223,101.13,1.95,3.19,0.66,2.53,284.44,3.09,6.3,0.87,5.43,284.75,14.63,9.72,12.18,13.13,-259.1,21.65,7.61,7.57,73.56,0.0,136.55,135.84,0.49,315.54,55.14,55.88,6.14,0.12,0.62
3645,20211224,101.15,1.11,2.25,0.3,1.95,192.5,1.55,3.55,0.33,3.23,194.12,16.41,10.06,13.24,14.2,-260.22,22.71,9.78,7.63,67.25,0.0,136.39,134.48,0.49,323.64,55.72,55.87,6.07,0.12,0.59
3646,20211225,101.18,1.52,2.45,0.09,2.36,166.62,2.18,4.02,0.04,3.98,165.25,17.2,13.41,15.31,15.58,-262.79,22.99,12.63,9.58,79.12,0.0,140.13,140.69,0.5,337.01,58.62,59.85,6.77,0.12,0.63
3647,20211226,101.37,1.35,2.11,0.09,2.02,166.56,1.88,3.34,0.12,3.22,166.88,18.69,16.2,17.44,17.36,-264.79,23.53,15.17,11.41,86.06,0.0,120.9,124.43,0.43,361.13,49.37,51.92,5.46,0.1,0.51
3648,20211227,101.45,1.12,1.98,0.24,1.73,122.06,1.52,2.39,0.28,2.12,122.56,19.34,15.68,17.51,18.19,-264.19,23.98,15.01,10.99,80.31,0.0,100.95,108.56,0.36,373.66,40.53,44.23,4.2,0.09,0.42
3649,20211228,101.4,1.62,2.45,1.14,1.3,112.44,2.3,3.66,1.35,2.3,112.88,18.93,16.07,17.5,18.23,-263.85,23.7,14.4,11.29,84.0,2.3,114.38,117.79,0.41,369.7,46.97,49.49,5.27,0.11,0.53
3650,20211229,101.4,1.86,3.01,0.27,2.75,111.62,2.91,5.48,0.34,5.14,111.94,19.06,16.51,17.79,18.64,-264.06,24.02,14.93,11.6,86.0,2.48,87.62,130.23,0.31,385.25,39.83,56.6,5.01,0.11,0.59
3651,20211230,101.64,2.83,3.82,2.24,1.58,23.31,4.53,5.91,3.53,2.38,23.75,17.8,15.8,16.8,17.67,-264.87,23.05,14.76,11.05,88.75,2.5,115.85,158.09,0.41,365.37,52.74,69.79,6.85,0.15,0.77
3652,20211231,101.71,3.09,4.48,2.13,2.34,95.62,4.89,6.66,3.76,2.91,95.75,17.81,15.51,16.66,17.73,-264.01,23.05,13.9,10.86,87.19,0.12,160.1,167.3,0.57,337.98,70.34,73.73,8.59,0.18,0.91
3653,20220101,101.67,3.02,3.99,2.48,1.51,278.56,4.86,6.12,3.62,2.49,278.62,16.15,13.07,14.61,15.95,-263.35,22.15,12.34,9.28,83.38,0.0,164.4,163.93,0.59,315.3,69.41,69.98,8.14,0.16,0.8
3654,20220102,101.52,3.08,4.47,1.77,2.7,330.19,4.72,6.77,2.74,4.02,330.44,15.49,12.42,13.95,15.17,-262.86,21.5,11.21,8.91,83.06,0.0,164.25,164.39,0.58,323.28,70.32,70.96,8.32,0.16,0.82
3655,20220103,101.4,2.68,4.12,1.11,3.02,317.62,4.23,7.36,1.56,5.8,317.94,15.52,11.63,13.58,14.84,-261.06,21.83,9.74,8.48,79.06,0.0,173.53,172.71,0.61,308.95,73.59,73.95,8.8,0.17,0.84
3656,20220104,101.44,2.84,3.95,2.2,1.76,221.88,4.44,6.16,3.38,2.78,221.94,14.98,10.95,12.97,14.26,-261.66,21.46,9.96,8.12,78.19,0.0,176.84,175.36,0.62,308.16,75.37,75.45,9.04,0.18,0.88
3657,20220105,101.39,2.27,3.71,0.76,2.95,239.81,3.51,6.4,1.03,5.38,239.75,15.46,11.02,13.24,14.12,-259.07,22.33,8.24,8.18,76.44,0.0,172.28,170.66,0.61,314.38,74.01,74.02,9.11,0.18,0.89
3658,20220106,101.3,1.54,2.7,0.25,2.45,197.81,2.18,4.12,0.32,3.8,197.19,17.28,12.31,14.8,15.72,-259.64,23.7,10.19,8.85,74.0,0.0,168.55,166.61,0.59,325.49,73.62,73.52,9.17,0.18,0.89
3659,20220107,101.38,2.09,3.7,0.3,3.39,156.44,2.94,5.49,0.41,5.09,156.25,17.66,13.19,15.43,16.08,-260.86,23.5,11.2,9.4,76.12,0.0,168.95,167.26,0.59,336.1,74.41,74.44,9.16,0.19,0.95
3660,20220108,101.36,1.74,3.06,0.45,2.61,259.06,2.66,5.91,0.62,5.3,259.31,18.29,14.7,16.5,17.14,-260.18,24.42,11.45,10.38,80.31,0.0,179.81,178.6,0.62,339.96,80.02,80.16,10.2,0.21,1.06
3661,20220109,101.14,1.38,2.8,0.44,2.36,228.19,1.97,4.1,0.56,3.54,227.5,19.17,14.78,16.98,17.85,-259.98,25.36,12.19,10.44,77.12,0.0,182.67,180.45,0.63,344.11,81.52,81.23,10.39,0.23,1.12
3662,20220110,101.19,1.26,2.4,0.27,2.12,210.38,1.79,3.51,0.34,3.17,209.69,19.66,15.29,17.48,18.52,-261.52,25.13,13.51,10.74,77.19,0.0,125.43,167.98,0.44,371.8,57.46,74.87,7.51,0.16,0.85
3663,20220111,101.2,1.82,2.86,0.88,1.98,189.19,2.91,5.4,0.98,4.41,189.19,19.62,16.8,18.22,19.33,-262.85,24.89,14.59,11.9,84.75,14.12,105.72,150.1,0.37,388.14,48.48,66.07,6.18,0.13,0.67
3664,20220112,101.18,1.78,3.34,0.14,3.2,83.56,2.69,4.97,0.27,4.7,83.69,18.08,16.13,17.11,17.82,-267.42,21.53,15.8,11.35,88.62,4.3,65.9,161.27,0.23,382.7,33.16,72.2,4.88,0.1,0.53
3665,20220113,101.28,2.29,3.8,1.12,2.68,180.12,3.5,4.7,1.57,3.14,179.75,17.73,15.44,16.58,17.5,-264.88,21.69,13.43,10.86,86.75,0.57,114.77,152.24,0.39,377.99,51.48,66.18,6.5,0.14,0.7
3666,20220114,101.33,2.78,3.86,2.13,1.73,23.25,4.4,5.82,2.79,3.03,23.94,16.42,14.14,15.28,16.41,-265.7,20.61,13.16,9.95,86.88,2.91,34.01,130.19,0.12,376.16,16.8,55.75,2.39,0.05,0.25
3667,20220115,101.34,2.82,3.88,2.05,1.83,71.0,4.38,5.23,3.66,1.57,71.31,16.12,12.62,14.37,15.94,-262.95,21.84,11.65,9.03,81.0,0.15,160.14,169.8,0.55,353.48,71.69,75.77,9.09,0.2,0.98
3668,20220116,101.53,3.52,5.09,2.17,2.91,292.75,5.4,6.78,3.64,3.14,292.88,15.33,12.16,13.75,15.01,-262.87,21.2,10.93,8.73,82.75,0.0,155.27,158.87,0.52,323.94,64.63,66.6,7.53,0.16,0.77
3669,20220117,101.6,3.18,4.27,2.39,1.88,303.69,5.23,7.36,2.83,4.53,303.94,13.85,10.55,12.2,13.66,-261.28,20.44,8.57,7.87,82.12,0.0,165.82,164.72,0.56,305.33,68.09,68.27,8.0,0.16,0.8
3670,20220118,101.39,2.96,4.25,2.09,2.16,331.81,4.76,7.56,2.45,5.12,332.19,13.33,9.75,11.54,12.97,-260.66,19.93,7.44,7.45,80.44,0.0,176.05,174.18,0.59,301.73,72.41,72.34,8.5,0.17,0.86
3671,20220119,101.15,2.66,4.25,1.59,2.66,323.25,4.24,7.37,1.75,5.62,323.69,14.7,10.73,12.71,14.26,-259.74,21.86,8.45,8.0,78.56,0.0,171.33,169.45,0.57,306.41,70.84,70.79,8.24,0.16,0.82
3672,20220120,100.89,2.07,3.22,0.43,2.79,271.0,3.26,6.79,0.63,6.16,270.38,15.31,9.76,12.53,14.17,-259.95,21.83,8.63,7.51,71.75,0.0,159.02,158.47,0.53,316.13,65.55,66.01,7.49,0.16,0.77
3673,20220121,100.85,1.1,2.07,0.25,1.82,142.44,1.5,3.17,0.34,2.83,129.19,17.55,12.63,15.08,15.89,-261.62,23.45,11.92,9.16,73.56,0.54,108.05,141.59,0.36,363.6,45.36,58.66,5.09,0.1,0.52
3674,20220122,100.74,1.76,2.95,0.93,2.02,130.19,2.67,5.91,1.3,4.61,131.56,18.48,15.48,16.98,17.83,-263.57,23.94,14.37,10.99,83.62,0.74,123.27,147.48,0.41,376.29,52.01,61.88,6.05,0.12,0.63
3675,20220123,100.69,3.16,4.6,1.73,2.88,150.94,5.2,5.83,3.5,2.34,151.5,19.51,17.88,18.69,19.35,-262.76,25.12,14.73,12.76,89.19,3.31,57.47,166.88,0.19,396.44,28.83,73.91,4.24,0.1,0.51
3676,20220124,100.75,2.45,4.41,0.32,4.09,86.06,3.51,5.8,0.53,5.27,100.88,19.2,17.12,18.15,18.87,-266.42,23.09,16.36,12.15,88.12,4.62,117.59,160.16,0.38,388.19,52.32,69.8,6.81,0.15,0.79
3677,20220125,100.86,0.89,1.62,0.08,1.55,182.44,1.25,2.45,0.14,2.3,183.31,18.92,14.84,16.88,18.19,-262.66,23.7,13.22,10.5,78.25,0.01,134.62,169.84,0.44,376.87,59.72,73.24,7.7,0.17,0.89
3678,20220126,100.98,1.77,2.6,0.29,2.31,180.81,2.88,5.49,0.4,5.09,179.75,18.17,15.06,16.62,18.06,-264.4,22.51,13.76,10.62,82.88,0.05,110.73,147.02,0.36,381.09,48.45,61.89,5.95,0.13,0.7
3679,20220127,101.14,3.25,4.54,1.91,2.63,260.0,4.47,6.08,2.95,3.12,260.06,15.62,11.02,13.33,15.33,-263.69,20.86,11.39,8.12,75.69,0.02,151.27,150.04,0.48,333.68,61.77,62.85,6.94,0.15,0.73
3680,20220128,101.32,2.83,3.87,2.11,1.77,248.88,4.38,5.99,3.16,2.84,248.62,13.33,9.08,11.21,13.24,-260.6,20.12,7.56,7.14,77.62,0.0,174.11,173.77,0.55,312.36,73.09,73.62,8.56,0.18,0.88
3681,20220129,101.33,2.92,4.62,0.89,3.73,332.19,4.34,7.11,1.23,5.88,332.31,13.4,7.84,10.62,12.33,-260.6,19.68,7.12,6.53,71.25,0.0,176.98,177.48,0.56,309.05,74.36,75.14,8.81,0.19,
3682,20220130,101.02,2.09,2.95,0.52,2.44,242.19,3.1,5.46,0.77,4.7,242.06,14.48,8.22,11.34,13.46,-258.58,21.48,6.91,6.77,68.38,0.0,184.14,182.9,0.59,314.65,78.13,78.2,9.27,0.19,0.94
3683,20220131,100.91,1.91,2.87,0.62,2.25,203.38,2.63,3.78,0.86,2.92,202.81,16.51,10.38,13.45,14.75,-258.89,23.31,9.05,7.81,69.12,0.0,196.34,196.16,0.62,325.77,86.0,86.24,10.73,0.23,1.13
3684,20220201,100.76,1.51,2.6,0.28,2.32,248.25,2.0,3.63,0.37,3.27,247.12,18.1,11.37,14.73,15.68,-258.84,24.53,10.21,8.42,66.75,0.0,183.77,193.84,0.58,350.76,81.01,85.3,10.1,0.21,1.07
3685,20220202,100.95,1.18,2.15,0.32,1.83,224.94,1.62,3.21,0.41,2.8,225.44,18.78,11.08,14.93,16.62,-258.71,25.58,11.15,8.18,63.44,0.0,194.0,196.84,0.61,340.4,84.95,86.48,10.61,0.25,1.26
3686,20220203,100.86,3.11,4.69,1.47,3.23,158.25,5.03,8.86,1.98,6.88,158.5,19.07,16.1,17.58,18.3,-260.63,25.86,13.33,11.54,83.88,0.13,161.56,191.3,0.5,380.41,72.96,84.82,9.27,0.23,1.15
3687,20220204,100.6,5.34,8.29,2.95,5.34,190.69,8.2,10.44,6.04,4.4,191.31,20.6,19.11,19.85,20.21,-264.79,25.32,16.95,13.79,90.19,28.41,40.15,172.69,0.12,393.27,21.1,76.67,3.22,0.08,0.42
3688,20220205,100.96,3.3,5.52,0.73,4.79,265.56,4.72,8.45,1.0,7.45,265.38,16.64,10.3,13.47,15.6,-261.0,22.19,10.05,7.81,68.56,0.12,197.55,202.06,0.61,327.75,83.86,85.81,10.28,0.21,1.03
3689,20220206,101.31,2.11,3.51,0.7,2.81,263.62,3.14,5.77,0.83,4.95,262.75,15.37,9.94,12.65,14.76,-259.74,21.87,8.45,7.57,72.0,0.0,213.16,212.41,0.65,308.95,92.34,92.34,11.65,0.26,1.28
3690,20220207,101.28,1.22,2.05,0.06,1.99,163.25,1.72,3.17,0.23,2.95,141.31,16.42,10.58,13.5,15.5,-260.85,22.83,10.53,7.93,69.88,0.0,201.91,201.74,0.62,320.13,87.84,88.04,10.95,0.24,1.2
3691,20220208,101.13,1.2,2.59,0.27,2.31,218.38,1.66,4.22,0.4,3.83,217.94,17.83,12.84,15.33,16.57,-260.61,24.17,11.63,9.22,74.31,0.0,183.41,197.47,0.55,338.74,79.79,85.48,9.72,0.22,1.09
3692,20220209,101.18,2.25,2.92,1.02,1.9,182.81,3.34,5.58,1.22,4.36,182.69,18.65,15.29,16.98,17.88,-261.57,25.41,13.83,10.74,81.62,0.0,141.87,191.49,0.43,370.97,64.27,83.34,8.12,0.19,0.96
3693,20220210,101.04,2.29,3.63,0.23,3.41,235.5,3.38,5.52,0.34,5.18,235.38,20.08,16.65,18.37,19.49,-262.06,25.58,14.49,11.78,80.88,0.78,80.31,194.06,0.24,382.91,38.62,86.98,5.36,0.13,0.67
3694,20220211,101.14,3.03,5.11,0.27,4.84,279.0,4.33,7.39,0.34,7.05,278.81,18.62,12.82,15.72,17.62,-263.27,23.3,13.42,9.22,71.19,0.76,149.48,151.8,0.45,343.55,59.3,61.32,6.27,0.12,0.65
3695,20220212,101.12,1.97,3.14,0.44,2.7,233.0,2.6,3.65,0.58,3.07,232.88,17.18,9.84,13.51,15.5,-261.52,23.28,11.65,7.51,63.75,0.0,212.76,211.91,0.63,313.66,90.91,90.85,11.21,0.24,1.22
3696,20220213,101.02,2.53,3.8,1.23,2.57,225.0,3.45,5.34,1.72,3.62,225.19,16.69,9.92,13.3,15.07,-258.52,23.44,8.81,7.63,65.38,0.0,229.46,228.7,0.67,314.99,100.34,100.09,13.0,0.29,1.44
3697,20220214,100.99,2.14,3.15,1.18,1.97,227.12,2.92,4.59,1.66,2.94,227.19,17.32,9.84,13.58,15.38,-258.54,24.01,9.4,7.57,62.75,0.0,223.12,225.93,0.66,318.91,97.31,98.48,12.55,0.29,
3698,20220215,100.92,1.69,3.18,0.6,2.57,224.0,2.28,4.56,0.8,3.76,223.38,18.04,10.11,14.07,16.01,-257.81,24.88,9.54,7.69,61.19,0.0,221.55,224.43,0.65,322.36,96.59,97.82,12.33,0.28,
3699,20220216,100.74,1.97,3.34,0.38,2.96,274.06,2.83,5.11,0.55,4.56,273.5,18.05,11.91,14.98,16.8,-258.73,24.69,10.27,8.73,69.38,0.0,216.12,218.02,0.62,332.52,94.93,95.76,12.2,0.29,1.48
3700,20220217,100.7,2.1,3.22,1.02,2.2,194.62,3.05,5.33,1.45,3.88,208.56,19.43,14.46,16.94,18.48,-260.13,26.04,13.01,10.25,74.75,0.0,192.64,191.11,0.55,340.19,82.33,82.29,9.59,0.22,1.12
3701,20220218,100.88,2.07,2.8,0.38,2.41,242.25,2.95,4.62,0.53,4.09,226.81,19.03,11.21,15.12,17.59,-259.74,25.63,12.22,8.3,63.25,0.0,201.35,204.75,0.58,340.7,86.88,88.45,10.58,0.25,1.26
3702,20220219,100.95,2.0,3.27,0.43,2.84,243.75,2.89,5.95,0.62,5.33,243.38,18.99,11.4,15.19,17.63,-258.47,26.41,11.73,8.36,63.5,0.0,213.18,212.2,0.61,337.3,92.23,92.18,11.29,0.27,1.34
3703,20220220,100.56,2.64,3.73,1.45,2.29,163.0,4.38,6.75,1.83,4.92,162.06,19.51,16.63,18.07,19.11,-263.77,24.54,15.16,11.84,83.88,1.17,82.2,168.16,0.23,382.79,37.71,71.98,4.57,0.11,0.55
3704,20220221,100.62,2.47,3.63,1.31,2.32,119.06,4.08,7.38,1.41,5.96,120.25,19.14,13.65,16.4,18.68,-259.21,26.72,12.79,9.77,74.81,0.1,208.22,211.32,0.59,340.83,88.46,89.8,10.75,0.24,1.23
3705,20220222,101.02,1.5,3.09,0.14,2.95,193.06,2.39,6.3,0.22,6.08,178.31,20.11,15.58,17.85,19.69,-260.74,27.11,14.69,10.99,76.38,0.0,203.41,214.2,0.57,348.28,88.12,92.49,10.8,0.23,1.17
3706,20220223,101.3,1.37,2.73,0.36,2.38,190.69,1.91,4.62,0.48,4.14,189.06,20.62,14.08,17.35,19.44,-259.95,27.37,14.17,9.95,68.5,0.0,206.3,209.91,0.58,356.98,89.22,90.84,10.89,0.23,1.2
3707,20220224,101.21,3.47,5.09,2.34,2.76,189.12,5.42,8.58,3.63,4.95,189.69,21.65,19.46,20.56,21.48,-260.11,28.55,15.51,14.1,86.44,4.7,206.61,218.39,0.57,386.52,93.38,97.86,11.92,0.27,1.39
3708,20220225,101.18,3.05,3.8,2.17,1.64,181.31,5.29,7.94,2.98,4.95,182.0,22.17,19.56,20.87,21.98,-264.13,27.26,18.24,14.1,85.88,5.27,157.26,241.98,0.44,395.84,75.84,110.61,11.08,0.27,1.4
3709,20220226,101.29,1.76,2.76,0.99,1.77,227.88,2.62,6.01,1.41,4.59,227.12,23.05,18.85,20.95,22.5,-262.15,28.68,17.68,13.49,78.31,0.64,217.2,229.28,0.59,372.63,97.93,103.02,12.6,0.3,1.51
3710,20220227,101.2,1.8,2.84,0.62,2.21,158.19,2.59,5.87,0.88,4.98,158.69,23.54,18.53,21.03,22.67,-262.96,28.84,18.65,13.24,74.75,0.98,199.95,217.55,0.55,388.17,89.84,96.83,11.41,0.27,1.41
3711,20220228,101.1,2.62,3.12,1.85,1.27,213.94,4.23,6.63,2.9,3.73,213.44,23.19,18.07,20.63,22.68,-261.34,29.6,17.79,12.88,75.12,0.11,224.93,224.57,0.61,373.7,100.72,100.81,12.8,0.3,1.57
3712,20220301,101.2,1.52,2.61,0.48,2.12,55.38,1.94,2.91,0.65,2.27,56.06,23.4,18.08,20.74,22.44,-264.08,28.14,19.07,12.88,72.62,0.38,196.96,195.7,0.53,375.13,83.85,84.54,9.75,0.23,1.19
3713,20220302,101.16,1.74,2.76,0.66,2.09,120.69,2.36,3.51,0.95,2.56,120.19,23.23,17.39,20.3,22.17,-261.67,28.78,17.3,12.33,70.88,0.02,212.89,211.45,0.57,372.48,92.54,92.47,11.1,0.27,1.4
3714,20220303,101.14,1.64,2.53,0.52,2.02,209.38,2.28,3.8,0.65,3.16,207.44,22.76,15.92,19.34,21.61,-260.01,28.98,15.83,11.29,66.75,0.0,222.95,221.77,0.59,358.68,96.44,96.33,11.76,0.3,1.55
3715,20220304,101.06,1.88,2.94,0.55,2.38,250.56,2.77,5.09,0.73,4.37,250.06,22.4,14.65,18.53,21.2,-259.21,29.09,15.16,10.38,63.81,0.0,228.0,227.87,0.61,358.43,99.87,99.97,12.46,0.32,1.66
3716,20220305,100.9,2.47,3.12,1.73,1.4,218.44,3.77,5.81,2.49,3.32,217.56,22.67,16.67,19.67,21.83,-259.67,29.62,16.15,11.78,71.44,0.0,220.16,222.38,0.59,374.81,96.43,97.44,11.71,0.29,1.48
3717,20220306,100.92,1.86,2.78,0.1,2.67,209.19,2.5,3.7,0.11,3.6,209.38,22.97,15.83,19.4,21.41,-261.49,28.91,17.25,11.23,65.44,0.0,229.21,233.41,0.6,369.79,101.23,102.9,12.96,0.3,1.55
3718,20220307,100.97,2.73,4.16,1.96,2.21,338.75,4.12,6.73,2.88,3.85,338.75,21.73,13.95,17.84,20.61,-258.63,29.1,14.58,9.89,63.31,0.0,233.23,238.45,0.61,357.46,101.66,103.59,12.73,0.3,
3719,20220308,100.84,2.5,3.62,1.34,2.29,325.44,3.79,6.09,1.93,4.16,325.44,22.4,14.23,18.32,21.05,-257.29,30.3,14.44,10.13,62.25,0.0,242.25,247.69,0.63,365.59,106.79,108.83,13.86,0.34,1.7
3720,20220309,100.81,2.13,3.23,0.75,2.48,267.0,3.02,5.37,1.02,4.35,266.75,22.97,13.33,18.15,20.98,-257.55,30.19,14.6,9.52,56.75,0.0,245.17,249.03,0.64,359.71,107.7,109.24,13.82,0.34,1.74
3721,20220310,100.77,2.18,4.18,0.77,3.41,305.94,3.27,7.02,1.09,5.94,290.38,22.92,13.51,18.21,21.15,-257.36,30.34,14.55,9.64,57.56,0.0,244.81,252.13,0.63,366.06,107.77,110.7,13.99,0.35,1.8
3722,20220311,100.73,2.66,3.72,1.11,2.61,324.0,3.89,6.05,1.57,4.48,308.62,23.0,14.69,18.85,21.62,-257.7,30.64,15.19,10.44,61.44,0.0,242.75,251.81,0.62,363.23,107.62,111.04,13.86,0.35,1.8
3723,20220312,100.67,2.35,3.7,1.03,2.67,261.5,3.46,5.8,1.52,4.27,261.19,23.44,15.12,19.28,22.23,-258.79,30.51,16.15,10.68,62.19,0.0,249.2,255.03,0.64,361.38,110.8,112.91,14.37,0.38,1.92
3724,20220313,100.73,2.11,2.75,1.45,1.3,321.56,3.03,4.45,1.73,2.73,321.69,23.36,15.46,19.41,22.13,-259.11,30.17,16.13,10.93,63.56,0.0,262.12,269.11,0.67,358.73,116.55,119.09,15.52,0.42,2.18
3725,20220314,100.67,2.16,3.36,0.11,3.25,260.5,3.18,5.67,0.15,5.52,260.38,24.19,14.78,19.48,22.54,-257.64,31.4,15.89,10.5,58.19,0.0,266.63,266.03,0.68,359.95,119.02,118.52,15.77,0.42,2.21
3726,20220315,100.43,1.98,3.25,0.27,2.98,239.5,3.02,6.57,0.39,6.18,238.56,24.88,15.1,19.99,23.4,-256.83,32.73,16.42,10.74,57.5,0.0,255.95,265.19,0.65,368.94,113.23,116.88,14.98,0.41,2.11
3727,20220316,100.26,3.12,3.95,2.11,1.84,188.06,5.46,7.66,2.8,4.86,188.56,24.77,19.65,22.22,24.57,-258.58,32.77,18.21,14.4,76.69,0.0,259.31,259.32,0.66,378.48,114.59,114.43,14.93,0.37,
3728,20220317,100.39,3.72,4.73,2.72,2.01,178.69,6.39,8.65,4.46,4.19,178.69,25.51,21.58,23.55,25.33,-260.64,32.8,20.3,16.17,79.88,0.0,249.74,252.49,0.62,394.05,111.78,112.7,14.02,0.34,
3729,20220318,100.47,3.04,3.65,2.04,1.61,194.12,5.34,7.88,2.93,4.95,194.56,25.57,20.18,22.87,25.38,-260.2,33.05,20.1,14.83,74.81,0.0,257.38,261.69,0.64,392.55,114.77,116.3,14.55,0.37,
3730,20220319,100.3,3.09,4.32,1.68,2.63,204.62,5.59,8.83,1.9,6.93,204.69,25.17,17.74,21.46,24.91,-258.01,33.83,18.69,12.76,67.81,0.0,256.24,264.54,0.64,373.73,112.57,115.94,14.2,0.34,
3731,20220320,100.18,2.7,4.4,0.46,3.94,195.38,4.89,8.28,0.48,7.8,196.81,25.31,19.73,22.52,25.45,-258.27,33.52,18.64,14.47,75.06,0.0,262.41,272.91,0.65,385.54,117.94,122.16,15.36,0.42,2.21
3732,20220321,100.3,2.85,4.2,2.16,2.04,190.06,4.97,8.03,2.45,5.58,190.88,26.29,21.72,24.01,26.4,-260.07,33.68,20.6,16.3,78.75,0.0,240.89,251.2,0.59,406.76,108.97,112.74,13.6,0.35,1.8
3733,20220322,100.35,2.2,3.76,0.28,3.48,172.19,3.91,6.87,0.25,6.62,172.5,27.42,22.01,24.72,27.3,-260.78,34.01,21.65,16.6,74.75,0.0,240.17,242.36,0.59,409.15,106.85,107.59,12.98,0.32,1.63
3734,20220323,100.36,2.66,4.2,1.55,2.65,205.25,4.7,8.13,1.83,6.3,205.25,27.53,21.73,24.63,27.66,-261.87,34.0,22.73,16.36,74.06,0.0,214.13,233.68,0.52,429.62,94.94,103.11,11.27,0.27,1.4
3735,20220324,100.29,3.29,5.82,1.67,4.15,208.0,5.51,9.7,2.23,7.47,209.56,27.33,20.83,24.08,27.48,-260.45,34.69,22.0,15.62,73.62,0.0,233.78,234.84,0.57,406.23,99.88,100.51,11.61,0.28,1.42
3736,20220325,100.3,3.99,6.3,1.34,4.95,192.44,6.16,9.55,1.82,7.73,194.19,27.91,23.13,25.52,28.01,-261.18,34.74,22.77,17.76,78.31,0.0,168.73,207.73,0.41,430.34,72.67,88.21,7.88,0.19,0.97
3737,20220326,100.41,3.24,5.83,0.51,5.31,188.38,5.05,8.46,0.5,7.96,188.12,28.2,23.11,25.65,28.4,-261.86,34.7,23.41,17.76,77.06,0.36,166.37,193.84,0.41,440.08,71.76,83.14,7.58,0.18,0.91
3738,20220327,100.58,1.63,2.76,0.34,2.41,179.81,2.47,5.35,0.48,4.87,180.5,28.09,20.59,24.34,27.62,-261.08,34.8,22.73,15.44,69.38,0.55,214.56,220.3,0.52,420.09,91.97,95.18,10.41,0.24,1.23
3739,20220328,100.47,2.66,4.03,0.19,3.84,201.81,4.32,7.76,0.47,7.29,201.31,27.48,21.77,24.62,27.44,-259.85,34.8,21.51,16.48,74.31,0.0,254.62,256.98,0.62,417.12,114.12,114.86,14.08,0.34,1.77
3740,20220329,100.32,2.86,4.7,0.83,3.88,201.19,4.99,8.52,0.95,7.57,200.5,27.64,21.4,24.52,27.74,-260.46,35.02,22.33,16.24,73.31,0.0,250.87,254.27,0.6,409.06,110.71,111.9,13.38,0.33,1.69
3741,20220330,100.35,3.74,5.02,2.45,2.57,175.56,5.95,8.05,2.73,5.32,176.44,28.05,24.05,26.05,28.5,-262.07,34.18,23.1,18.74,80.0,0.0,224.4,243.27,0.54,430.09,100.38,108.0,12.02,0.3,1.57
3742,20220331,100.41,4.34,5.94,3.1,2.84,179.38,6.46,8.55,3.67,4.88,180.38,28.7,24.19,26.44,29.21,-262.59,34.8,24.25,18.92,78.75,0.0,226.74,240.98,0.54,426.87,101.01,106.98,11.97,0.3,1.54
3743,20220401,100.4,5.28,6.61,4.3,2.31,175.56,7.32,9.68,5.93,3.75,176.44,29.15,24.12,26.63,29.59,-262.7,35.49,25.04,18.8,76.69,0.0,216.58,228.68,0.52,435.15,95.6,100.9,10.98,0.28,1.45
