,Unnamed: 0,PS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WD10M,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE,WD50M,T2M,T2MDEW,T2MWET,TS,T2M_RANGE,T2M_MAX,T2M_MIN,QV2M,RH2M,PRECTOTCORR,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,ALLSKY_KT,ALLSKY_SFC_LW_DWN,ALLSKY_SFC_PAR_TOT,CLRSKY_SFC_PAR_TOT,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,ALLSKY_SFC_UV_INDEX
0,20120101,101.14,1.8,2.78,0.65,2.13,124.5,3.07,5.93,0.63,5.3,123.25,20.59,15.95,18.27,20.41,-262.52,26.73,16.11,11.29,76.0,1.31,150.58,176.69,0.53,380.0,70.57,81.57,9.51,0.21,1.07
1,20120102,101.06,2.08,4.14,0.59,3.55,112.56,3.05,6.88,0.38,6.51,111.12,20.26,16.08,18.17,20.3,-262.8,26.33,15.97,11.35,78.38,1.42,96.89,171.78,0.34,390.42,46.88,78.17,6.64,0.14,0.73
2,20120103,101.11,2.16,2.59,1.75,0.84,153.69,3.32,4.46,1.94,2.52,153.19,19.44,16.15,17.8,19.65,-264.57,24.37,15.79,11.35,82.5,0.46,123.61,161.46,0.44,385.35,57.06,71.63,7.42,0.16,0.8
3,20120104,101.17,1.48,2.61,0.34,2.27,71.06,2.4,5.37,0.44,4.93,70.75,18.94,15.47,17.2,18.6,-264.5,23.6,14.96,10.86,81.06,0.23,81.25,138.21,0.29,385.75,38.05,59.4,4.73,0.1,0.53
4,20120105,101.21,1.5,2.38,0.76,1.62,127.88,2.25,4.55,1.01,3.54,129.31,20.01,17.02,18.51,19.58,-263.33,25.3,15.48,12.02,83.88,0.27,98.29,123.83,0.34,379.76,41.85,50.53,4.5,0.09,0.51
5,20120106,101.27,1.66,2.48,0.38,2.1,120.12,2.65,4.32,0.55,3.77,135.31,20.37,17.98,19.17,20.36,-263.42,25.73,15.98,12.76,86.69,6.87,85.48,121.39,0.3,388.27,37.38,50.25,4.13,0.09,0.47
6,20120107,101.44,1.87,2.98,1.38,1.59,66.25,2.67,4.11,1.53,2.58,66.69,20.11,17.51,18.81,19.79,-264.07,24.86,15.78,12.39,85.81,14.38,47.61,141.29,0.16,392.66,23.48,61.6,3.23,0.07,0.38
7,20120108,101.41,1.56,2.62,0.42,2.2,102.62,2.55,5.12,0.5,4.61,104.12,20.26,16.98,18.62,20.1,-263.4,25.15,15.4,11.96,82.19,23.44,61.59,164.38,0.22,394.63,31.24,74.35,4.61,0.11,0.55
8,20120109,101.24,2.03,3.78,0.46,3.32,119.69,2.97,4.7,0.64,4.06,119.81,20.07,17.79,18.93,19.79,-263.68,24.97,15.5,12.63,87.44,3.91,77.07,163.61,0.27,388.44,38.81,73.71,5.59,0.13,0.71
9,20120110,101.33,3.03,4.15,1.95,2.2,278.12,4.73,6.33,3.06,3.27,278.5,18.19,15.67,16.93,18.37,-263.63,23.18,13.66,11.05,86.19,6.2,62.68,154.27,0.22,388.67,30.91,67.99,4.31,0.09,0.48
10,20120111,101.42,3.63,4.4,2.77,1.62,299.44,5.78,7.09,4.18,2.91,299.69,16.81,12.69,14.75,16.69,-262.56,23.12,12.53,9.03,78.12,0.09,131.27,143.46,0.45,354.5,56.36,61.45,6.48,0.13,0.68
11,20120112,101.4,3.24,4.44,2.14,2.3,292.69,5.18,7.73,3.3,4.43,292.5,13.99,8.44,11.22,13.82,-260.52,21.05,8.41,6.84,71.88,0.0,173.76,178.02,0.6,325.1,75.64,77.93,9.37,0.2,1.03
12,20120113,101.42,3.34,4.4,2.45,1.95,322.38,5.39,7.26,3.01,4.24,322.5,12.62,7.69,10.15,12.32,-259.73,19.8,6.38,6.47,74.38,0.0,160.58,168.53,0.55,310.89,67.13,70.51,7.94,0.17,0.88
13,20120114,101.3,2.51,3.6,0.79,2.81,315.38,3.95,6.78,1.09,5.69,315.5,13.01,5.82,9.41,11.85,-258.22,20.26,5.33,5.74,65.0,0.0,158.48,163.07,0.54,304.84,64.52,66.74,7.3,0.15,0.76
14,20120115,101.08,2.19,3.13,0.32,2.81,271.12,3.32,6.12,0.44,5.69,271.38,14.04,6.76,10.4,12.55,-257.77,21.33,5.95,6.1,64.25,0.0,171.42,177.18,0.59,312.12,73.58,76.24,9.01,0.2,0.98
15,20120116,100.86,1.82,2.59,1.16,1.43,242.75,2.59,4.28,1.52,2.76,241.94,16.38,9.64,13.01,14.93,-258.35,23.65,8.86,7.51,65.94,0.0,162.78,165.67,0.55,327.57,69.46,71.16,8.08,0.16,0.84
16,20120117,100.67,2.1,3.5,0.62,2.88,200.0,3.18,7.08,0.92,6.16,199.88,17.88,12.66,15.27,16.57,-260.23,25.49,12.57,9.16,73.69,0.0,189.43,191.29,0.64,332.3,83.72,85.04,10.59,0.23,1.18
17,20120118,100.66,2.09,3.29,0.51,2.78,234.19,3.34,6.1,0.62,5.48,233.56,18.12,12.44,15.28,17.18,-257.47,26.12,10.44,9.03,72.62,0.0,165.35,173.04,0.55,352.27,71.8,75.16,9.1,0.2,1.01
18,20120119,100.78,2.02,3.04,0.82,2.22,155.38,3.16,6.38,1.15,5.23,156.38,19.4,16.35,17.88,18.52,-262.23,25.62,14.69,11.66,83.88,1.62,132.66,164.37,0.45,379.9,60.0,71.61,7.8,0.19,0.97
19,20120120,100.84,1.98,2.89,1.3,1.6,187.44,2.85,5.28,1.98,3.3,186.81,20.1,17.34,18.73,19.53,-263.42,25.63,15.9,12.33,83.19,3.38,141.16,167.41,0.47,381.53,64.16,73.77,8.19,0.2,1.07
20,20120121,101.06,3.31,4.52,2.18,2.34,276.88,4.99,6.93,3.66,3.27,276.69,16.8,12.03,14.41,16.43,-261.98,23.23,12.06,8.73,75.81,0.06,144.55,150.38,0.48,338.2,58.92,61.18,6.41,0.16,0.83
21,20120122,101.3,2.65,3.44,1.73,1.7,220.69,4.26,7.12,1.85,5.27,220.69,14.27,8.1,11.19,13.88,-259.0,21.55,7.4,6.65,69.25,0.0,179.03,185.74,0.59,310.88,76.44,79.35,9.37,0.24,1.29
22,20120123,101.24,2.03,3.07,0.91,2.16,227.75,3.03,5.43,1.07,4.36,227.25,14.94,7.58,11.26,13.89,-257.74,22.38,6.97,6.47,63.75,0.0,182.09,188.62,0.6,319.59,78.79,81.73,9.7,0.24,1.27
23,20120124,101.14,2.1,2.73,1.05,1.68,236.0,3.16,4.79,1.2,3.59,234.62,15.76,9.65,12.71,15.13,-259.11,22.83,8.8,7.45,69.0,0.0,173.54,179.95,0.57,338.6,76.13,79.09,9.27,0.23,1.2
24,20120125,101.13,1.28,1.81,0.66,1.16,204.62,1.74,2.73,0.55,2.18,204.5,17.61,11.16,14.38,16.06,-260.55,23.68,11.07,8.3,66.81,0.0,163.52,168.82,0.53,344.43,70.76,73.32,8.3,0.2,1.05
25,20120126,101.1,1.68,2.45,0.46,1.98,233.88,2.3,3.38,0.59,2.78,233.12,18.42,13.19,15.8,17.23,-259.89,24.74,11.48,9.4,73.31,0.0,141.76,160.0,0.46,359.2,61.88,68.78,7.16,0.18,0.96
26,20120127,101.12,2.79,3.45,2.09,1.37,281.75,4.4,7.04,3.19,3.85,266.88,17.4,12.69,15.05,16.8,-262.45,23.19,12.5,9.09,74.81,0.0,158.48,163.15,0.52,353.89,68.52,70.86,7.88,0.2,1.02
27,20120128,101.16,1.94,2.66,1.27,1.38,69.44,2.79,4.47,1.56,2.91,68.94,17.41,10.71,14.06,16.51,-259.17,24.32,10.34,8.0,66.75,0.0,169.59,174.88,0.55,347.64,73.6,76.16,8.72,0.21,1.11
28,20120129,101.19,2.88,4.3,1.21,3.09,187.31,4.45,8.17,1.75,6.42,187.19,17.46,11.96,14.71,16.86,-261.58,23.83,12.26,8.67,71.56,0.0,78.84,170.88,0.25,372.02,37.97,74.88,4.98,0.12,0.66
29,20120130,101.32,3.31,4.51,2.51,2.0,320.81,5.35,6.4,3.62,2.77,321.0,17.3,12.58,14.94,17.2,-260.35,24.69,11.88,9.03,76.19,0.0,178.56,184.59,0.57,345.77,78.81,81.6,9.69,0.24,1.26
30,20120131,101.38,3.59,4.77,2.84,1.94,336.0,5.95,7.47,3.57,3.9,336.0,16.55,10.21,13.37,16.27,-259.19,24.55,10.58,7.69,69.06,0.0,186.96,193.43,0.59,332.27,82.28,85.16,10.31,0.26,1.37
31,20120201,101.37,3.29,4.52,2.57,1.95,345.88,5.26,6.76,3.61,3.15,345.94,16.59,10.74,13.67,16.35,-259.27,24.21,10.33,8.0,70.88,0.0,178.38,188.74,0.56,340.4,78.16,82.38,9.58,0.24,1.3
32,20120202,101.45,2.93,3.93,2.09,1.84,273.81,4.54,6.49,2.77,3.73,273.75,15.59,7.53,11.56,14.84,-258.38,23.19,8.43,6.47,62.62,0.0,185.33,192.62,0.58,321.09,78.62,81.68,9.46,0.24,1.28
33,20120203,101.37,3.04,3.91,1.99,1.91,323.88,4.63,6.87,2.93,3.94,323.88,15.62,7.31,11.46,14.55,-256.79,23.98,7.62,6.35,60.75,0.0,199.1,205.88,0.62,315.89,85.8,88.76,10.72,0.27,1.41
34,20120204,101.22,2.4,3.83,0.15,3.68,281.75,3.56,5.89,0.19,5.71,281.69,17.33,7.94,12.64,15.65,-256.56,25.23,8.64,6.65,57.38,0.0,198.9,204.18,0.62,324.59,87.27,89.77,10.95,0.25,1.3
35,20120205,101.16,1.85,3.34,0.45,2.9,281.5,2.69,5.45,0.62,4.84,280.75,19.15,10.33,14.74,17.3,-256.8,26.89,10.55,7.81,58.88,0.0,202.46,207.23,0.62,335.2,89.59,91.92,11.45,0.27,1.34
36,20120206,101.02,2.68,3.78,1.74,2.04,269.31,4.08,6.09,1.98,4.1,268.88,19.46,12.83,16.14,18.58,-257.17,28.02,12.05,9.22,68.56,0.0,203.45,211.07,0.62,350.69,89.85,93.12,11.45,0.27,1.4
37,20120207,100.99,2.21,3.49,0.68,2.82,279.44,3.36,6.18,0.98,5.2,279.31,20.1,13.9,17.0,19.17,-258.43,27.46,12.75,9.83,70.19,0.0,198.38,206.05,0.6,353.01,87.99,91.28,11.2,0.27,1.43
38,20120208,100.75,2.91,4.47,0.88,3.59,207.06,4.98,8.57,1.19,7.39,207.06,20.16,16.05,18.11,19.86,-261.18,27.05,15.08,11.41,79.0,0.0,177.98,197.66,0.54,365.62,78.99,86.55,9.91,0.25,1.32
39,20120209,100.86,4.28,6.45,2.35,4.1,267.19,6.72,9.01,4.15,4.87,267.19,19.97,14.9,17.44,19.89,-261.08,26.21,14.15,10.62,74.5,0.0,176.45,183.47,0.53,357.19,76.17,79.05,8.98,0.21,1.08
40,20120210,101.11,3.3,4.58,2.24,2.34,246.12,5.0,8.32,2.94,5.39,246.12,15.76,6.5,11.13,15.38,-258.12,23.6,8.57,6.04,57.12,0.0,186.73,199.66,0.56,330.77,80.55,85.71,9.84,0.23,1.19
41,20120211,101.14,2.56,3.77,1.66,2.11,242.94,4.03,7.27,2.16,5.12,242.44,16.19,6.44,11.32,15.25,-257.51,24.12,8.48,5.98,55.0,0.0,190.73,200.48,0.57,328.87,82.05,85.88,9.93,0.22,1.12
42,20120212,101.19,2.32,3.12,1.07,2.05,244.5,3.46,5.7,1.25,4.45,243.38,16.46,7.62,12.05,15.73,-257.24,24.4,8.49,6.47,58.75,0.0,202.16,209.07,0.6,324.88,87.41,90.26,10.8,0.24,1.23
43,20120213,101.2,1.2,2.36,0.18,2.19,143.19,1.71,3.66,0.23,3.44,141.56,18.83,8.51,13.67,17.26,-258.27,26.18,11.3,6.9,52.88,0.0,198.62,203.73,0.59,343.07,86.91,89.14,10.62,0.23,1.17
44,20120214,101.06,1.38,2.03,0.0,2.02,208.06,1.96,3.35,0.18,3.16,203.69,21.39,15.61,18.5,20.54,-260.39,28.21,15.45,11.17,70.94,0.0,182.79,191.63,0.54,379.19,80.87,84.42,9.66,0.22,1.1
45,20120215,100.84,1.6,2.08,0.52,1.55,192.38,2.35,3.45,0.68,2.77,191.75,23.28,18.95,21.12,22.94,-261.24,29.44,17.54,13.61,78.25,8.9,174.77,180.49,0.51,393.41,76.55,78.66,8.86,0.2,0.99
46,20120216,100.83,1.48,2.39,0.1,2.28,201.19,2.33,4.34,0.18,4.16,204.75,23.25,19.41,21.33,23.44,-262.39,29.21,18.45,14.04,80.75,2.44,89.3,192.28,0.26,405.55,43.65,84.97,6.05,0.15,0.76
47,20120217,100.96,2.36,4.09,0.5,3.59,156.38,3.52,5.8,0.79,5.01,155.62,22.76,18.66,20.71,22.86,-262.81,28.32,17.98,13.37,78.94,0.15,201.32,210.28,0.58,377.05,90.56,94.49,11.44,0.27,1.39
48,20120218,101.07,3.17,4.77,1.82,2.95,236.31,4.72,6.42,2.88,3.54,236.19,21.32,14.89,18.1,20.92,-260.38,28.28,15.5,10.56,70.12,0.0,210.6,215.66,0.6,349.59,91.61,93.85,11.38,0.27,1.38
49,20120219,100.99,2.35,3.38,1.05,2.34,245.25,3.53,6.34,1.5,4.84,244.62,20.44,11.6,16.01,19.51,-258.31,27.86,13.02,8.48,60.25,0.0,201.72,215.32,0.58,356.69,89.86,95.57,11.34,0.28,1.45
50,20120220,100.87,2.39,3.5,1.02,2.48,253.56,3.41,5.08,1.42,3.66,253.38,19.72,9.87,14.79,18.62,-257.07,27.47,11.38,7.57,56.56,0.0,229.72,239.78,0.66,339.2,101.53,105.73,13.38,0.33,1.66
51,20120221,100.73,2.67,3.74,0.73,3.02,265.38,3.95,5.22,0.99,4.23,265.0,20.62,11.79,16.2,19.65,-256.72,29.06,12.63,8.61,59.88,0.0,229.19,236.98,0.65,348.39,102.88,106.19,13.58,0.33,1.66
52,20120222,100.68,2.03,2.98,0.68,2.3,324.81,3.05,5.32,0.79,4.53,325.69,21.39,12.8,17.1,20.42,-256.52,29.43,12.8,9.22,60.94,0.0,233.48,240.07,0.66,350.05,104.22,107.1,13.85,0.34,1.73
53,20120223,100.63,3.3,4.59,2.16,2.42,325.19,5.04,6.85,2.97,3.88,325.25,22.07,13.43,17.75,21.2,-255.92,31.48,14.26,9.64,61.31,0.0,239.96,247.8,0.67,348.68,106.35,109.8,14.21,0.37,1.91
54,20120224,100.62,3.34,5.38,2.11,3.27,300.69,5.19,7.0,2.46,4.55,300.56,22.29,12.55,17.42,21.24,-254.95,32.03,13.82,9.09,57.94,0.0,251.69,257.47,0.7,349.12,111.97,114.49,15.33,0.41,2.11
55,20120225,100.59,2.3,3.58,0.7,2.88,264.0,3.44,6.22,0.95,5.27,264.0,23.53,12.03,17.78,21.89,-254.63,32.51,13.99,8.73,52.44,0.0,245.94,250.87,0.68,358.92,110.3,112.64,14.93,0.39,2.02
56,20120226,100.52,2.4,4.11,0.27,3.84,274.5,3.8,7.49,0.38,7.11,274.69,23.29,12.44,17.87,22.14,-255.81,32.03,14.69,8.97,54.5,0.0,240.45,244.9,0.66,356.3,106.53,108.62,14.15,0.36,1.84
57,20120227,100.55,2.38,3.8,0.4,3.41,249.88,3.66,6.43,0.52,5.92,249.12,21.99,8.58,15.28,20.66,-255.1,30.65,12.59,7.02,48.0,0.0,257.09,264.8,0.7,343.04,112.93,116.01,15.51,0.38,1.95
58,20120228,100.29,2.24,3.54,0.48,3.05,245.75,3.39,7.3,0.66,6.66,244.38,21.87,9.49,15.68,20.77,-255.31,30.82,12.98,7.51,49.75,0.0,240.4,249.77,0.66,353.7,106.61,110.43,14.25,0.36,1.84
59,20120229,100.17,2.52,3.49,1.46,2.03,283.81,4.03,7.63,2.23,5.4,283.06,23.48,15.82,19.65,22.89,-259.13,31.66,17.64,11.47,65.88,0.32,210.09,217.3,0.57,383.1,91.61,94.57,11.28,0.27,1.34
60,20120301,100.49,1.84,3.2,0.32,2.88,241.38,2.66,5.55,0.4,5.16,241.38,22.74,10.42,16.58,21.68,-256.39,30.65,13.89,7.87,48.5,0.0,224.52,229.59,0.61,366.13,97.3,99.63,12.01,0.28,1.41
61,20120302,100.36,1.53,2.16,0.81,1.34,224.31,2.18,3.77,1.09,2.68,222.75,23.96,15.9,19.93,23.33,-259.49,30.74,17.08,11.41,62.88,0.0,207.68,213.35,0.55,388.45,90.74,93.19,10.91,0.25,1.28
62,20120303,100.31,2.67,4.54,0.84,3.7,138.38,3.7,5.82,1.25,4.57,139.0,24.13,12.81,18.47,23.12,-260.64,30.9,18.4,9.64,54.31,0.0,223.29,231.4,0.59,369.44,98.35,101.77,12.31,0.3,1.52
63,20120304,100.55,2.4,3.49,0.71,2.79,250.81,3.41,5.41,1.07,4.34,264.81,23.3,10.01,16.65,22.11,-256.17,31.49,14.5,7.69,46.31,0.0,245.59,257.59,0.66,355.13,108.42,113.24,14.22,0.37,1.91
64,20120305,100.51,2.66,3.89,1.18,2.71,223.88,3.83,4.97,1.8,3.17,223.5,24.6,15.58,20.09,23.83,-257.67,32.75,17.27,11.35,62.44,0.0,230.78,242.95,0.61,380.18,102.53,107.16,13.08,0.37,1.95
65,20120306,100.29,2.77,3.68,0.59,3.09,219.38,4.38,7.1,0.8,6.3,218.88,25.5,16.74,21.12,25.25,-256.6,34.62,18.08,12.15,64.94,0.0,221.48,231.68,0.59,384.47,97.87,101.84,12.14,0.33,1.72
66,20120307,100.07,2.8,5.18,1.02,4.16,240.69,4.68,9.28,1.29,7.99,241.12,25.37,14.58,19.97,25.62,-255.8,34.57,17.22,10.74,57.38,0.0,230.13,242.31,0.6,382.11,101.12,106.07,12.86,0.34,1.73
67,20120308,100.21,2.6,4.34,1.4,2.95,252.0,4.12,7.23,1.73,5.5,251.81,24.15,11.05,17.6,23.8,-255.7,32.8,15.36,8.42,49.56,0.0,216.81,231.01,0.56,377.35,94.17,99.8,11.84,0.31,1.65
68,20120309,100.28,2.08,2.84,1.23,1.6,196.25,3.41,5.51,1.46,4.05,196.44,25.27,18.61,21.94,25.52,-258.06,33.18,18.09,13.55,70.38,0.07,198.98,205.93,0.52,398.73,85.01,87.79,10.18,0.25,1.3
69,20120310,100.53,2.74,4.56,1.38,3.19,225.19,4.27,6.72,1.91,4.81,256.38,24.64,14.11,19.37,25.0,-258.2,32.99,18.04,10.31,56.56,0.02,214.45,219.55,0.55,394.99,92.63,94.67,11.42,0.3,1.59
70,20120311,100.82,3.28,4.45,2.75,1.7,115.5,5.41,7.44,3.09,4.34,116.62,23.43,9.72,16.58,23.28,-256.12,32.76,15.73,7.51,44.44,0.0,226.28,238.29,0.59,378.21,100.16,105.1,12.43,0.34,1.79
71,20120312,100.98,2.22,3.8,0.6,3.2,119.56,3.45,6.35,0.78,5.57,120.0,24.93,8.98,16.95,24.26,-254.91,33.96,15.72,7.14,39.81,0.0,234.87,244.93,0.6,372.59,102.99,107.05,12.83,0.36,1.88
72,20120313,100.92,2.09,3.09,0.32,2.77,208.0,3.35,5.94,0.06,5.88,212.31,25.4,12.9,19.15,25.47,-256.88,34.34,18.08,9.28,50.94,1.08,204.95,246.71,0.52,387.35,91.59,108.31,11.73,0.32,1.67
73,20120314,100.91,3.12,4.86,0.32,4.54,220.56,4.5,5.81,0.55,5.27,220.69,23.4,14.2,18.8,23.5,-259.04,31.76,17.65,10.19,61.0,2.22,223.35,235.04,0.57,386.85,98.2,102.75,11.9,0.31,1.61
74,20120315,100.95,2.87,4.15,0.76,3.39,254.19,4.43,6.82,1.05,5.77,253.69,22.88,9.81,16.35,22.72,-255.85,31.27,13.98,7.51,46.5,0.0,245.41,256.21,0.62,356.52,106.87,111.1,13.35,0.36,1.88
75,20120316,100.83,2.38,3.53,0.35,3.17,222.69,3.64,6.2,0.47,5.73,222.31,24.38,11.55,17.97,24.15,-255.85,32.88,15.58,8.61,48.81,0.0,237.91,250.74,0.6,369.94,103.84,108.95,12.86,0.33,1.67
76,20120317,100.69,1.87,3.58,0.77,2.8,208.06,2.58,4.85,1.11,3.75,206.94,25.94,15.12,20.53,25.52,-259.69,33.62,20.16,11.17,58.69,0.0,221.59,238.91,0.55,396.23,98.31,104.9,11.84,0.29,1.48
77,20120318,100.64,1.84,3.04,0.73,2.31,194.81,2.62,4.85,0.88,3.97,194.81,25.98,14.71,20.34,25.71,-257.04,34.73,18.62,10.74,57.31,0.0,227.79,241.48,0.57,399.93,100.89,106.16,12.14,0.3,1.53
78,20120319,100.64,1.72,3.2,0.02,3.19,307.94,2.27,3.73,0.05,3.68,307.88,26.99,13.19,20.09,26.12,-257.27,34.76,18.87,9.58,46.19,0.07,202.61,227.16,0.51,399.99,87.98,97.1,10.04,0.25,1.27
79,20120320,100.61,2.23,3.55,1.66,1.88,302.94,3.15,4.76,2.06,2.7,302.75,27.64,15.73,21.69,27.57,-257.25,35.59,19.69,11.17,51.62,0.0,206.46,220.09,0.51,391.56,87.9,93.18,9.77,0.24,1.23
80,20120321,100.5,2.48,3.77,0.53,3.23,268.94,3.95,8.11,0.72,7.39,269.69,27.87,13.05,20.45,27.98,-256.0,36.74,19.6,9.58,46.25,0.0,245.09,257.85,0.6,396.41,108.33,113.34,13.4,0.36,
81,20120322,100.49,2.4,3.57,0.98,2.59,236.44,3.92,7.8,1.99,5.81,235.06,28.23,15.83,22.03,28.23,-256.63,37.22,20.7,11.78,55.81,0.0,245.02,256.8,0.6,407.05,109.09,113.53,13.48,0.36,1.86
82,20120323,100.74,1.99,3.52,1.23,2.29,267.62,2.96,5.64,1.62,4.02,266.81,26.34,5.98,16.16,25.83,-253.58,35.89,16.32,6.29,34.88,0.0,264.46,277.26,0.65,379.33,115.23,120.05,14.59,0.39,2.01
83,20120324,100.76,2.08,3.67,0.37,3.3,258.81,3.08,5.64,0.48,5.16,257.38,26.25,8.37,17.31,25.84,-253.63,35.87,16.35,7.39,42.81,0.0,266.04,278.16,0.65,375.68,116.22,120.81,14.74,0.39,2.04
84,20120325,100.72,2.01,2.98,0.47,2.52,240.5,3.13,5.66,0.66,5.01,239.56,27.26,12.82,20.04,27.33,-254.56,36.89,18.3,9.77,51.5,0.0,252.2,262.29,0.61,395.39,111.49,115.35,13.69,0.37,1.9
85,20120326,100.75,2.24,3.45,0.65,2.8,234.19,3.52,7.31,0.92,6.4,233.81,27.75,15.4,21.57,28.23,-256.27,36.87,20.0,11.29,56.19,0.0,244.84,259.48,0.59,407.48,108.89,114.38,13.38,0.36,1.9
86,20120327,100.77,2.46,3.52,0.66,2.86,222.81,4.21,7.52,1.08,6.45,223.12,28.3,15.51,21.9,28.87,-256.07,37.28,20.2,11.72,56.5,0.0,252.2,270.23,0.61,396.27,110.98,117.8,13.8,0.36,1.82
87,20120328,100.79,3.09,4.6,1.38,3.22,210.44,5.12,7.66,2.15,5.5,210.5,29.1,15.32,22.21,29.34,-254.58,39.12,20.55,11.41,54.44,0.0,242.6,265.34,0.59,393.75,106.71,115.3,13.25,0.34,1.73
88,20120329,100.62,2.66,3.57,0.86,2.71,227.25,4.45,7.52,1.46,6.05,227.12,29.53,14.65,22.09,29.94,-255.27,39.23,21.34,10.93,50.06,0.0,238.84,258.0,0.57,402.16,104.35,111.66,12.62,0.31,1.59
89,20120330,100.54,2.05,3.59,0.77,2.81,185.06,3.39,6.62,1.12,5.49,184.44,29.94,17.74,23.83,30.9,-256.45,38.9,22.2,13.06,56.56,0.0,234.53,248.23,0.56,410.29,103.65,109.01,12.36,0.31,1.58
90,20120331,100.73,2.49,4.59,1.18,3.4,167.56,4.02,7.88,1.84,6.05,167.44,29.54,18.6,24.07,29.93,-260.85,36.42,24.11,13.55,56.94,3.86,184.7,229.45,0.44,424.34,83.45,101.21,9.68,0.25,1.27
91,20120401,100.77,2.12,3.25,0.63,2.62,201.19,3.74,7.24,0.69,6.55,201.75,29.19,18.44,23.81,30.05,-260.2,36.25,23.3,13.24,55.38,3.26,222.91,231.9,0.53,409.99,96.75,100.28,11.14,0.26,1.32
92,20120402,100.77,2.73,4.43,1.34,3.09,194.81,4.58,7.69,1.32,6.37,196.31,29.91,17.95,23.93,31.2,-257.75,37.9,22.5,12.88,53.88,0.0,253.0,259.48,0.6,413.69,112.93,115.43,13.85,0.33,1.65
93,20120403,100.77,4.39,5.93,3.09,2.84,188.12,6.44,9.51,4.8,4.7,188.94,30.59,17.26,23.93,31.53,-258.97,38.75,24.57,12.57,51.19,0.0,234.38,244.83,0.55,421.4,103.52,107.36,12.16,0.29,1.48
94,20120404,100.58,2.81,4.3,0.28,4.02,225.94,4.62,7.49,0.51,6.98,226.38,30.17,18.82,24.5,30.92,-257.1,39.06,23.01,13.92,58.75,5.85,241.34,258.99,0.57,427.41,107.64,114.32,13.09,0.33,1.66
95,20120405,100.48,4.21,6.95,1.39,5.57,169.44,6.02,8.9,2.69,6.21,170.56,29.17,21.14,25.15,30.04,-259.68,36.65,23.19,15.81,67.19,3.32,212.9,247.35,0.5,429.76,96.21,109.52,11.62,0.3,1.52
96,20120406,100.43,4.76,6.02,2.77,3.26,155.94,6.57,8.35,4.11,4.24,157.38,28.5,22.31,25.4,29.23,-262.16,35.37,24.38,16.91,72.44,17.19,230.05,261.19,0.54,415.35,105.92,118.6,13.23,0.34,1.77
97,20120407,100.43,3.96,5.92,2.41,3.52,176.81,5.9,8.78,2.73,6.05,178.5,28.91,21.47,25.19,29.82,-260.39,36.39,23.63,16.11,69.0,5.56,226.79,261.85,0.53,418.86,104.51,118.16,13.06,0.34,1.7
98,20120408,100.32,5.69,6.95,3.77,3.18,173.88,7.76,9.55,6.59,2.97,175.25,28.73,23.15,25.94,29.4,-261.91,35.35,24.11,17.76,74.88,9.41,219.48,272.4,0.51,419.38,102.17,124.22,13.27,0.36,1.88
99,20120409,100.33,3.92,6.4,1.38,5.02,188.94,5.69,9.15,1.52,7.63,191.75,29.04,22.15,25.59,29.93,-260.03,36.39,23.28,16.91,71.75,6.38,256.03,272.68,0.59,418.97,118.59,124.62,15.08,0.39,2.0
100,20120410,100.38,3.45,6.34,1.25,5.09,180.38,5.2,9.3,1.42,7.88,183.5,29.24,22.64,25.94,30.16,-260.73,36.25,23.83,17.33,72.44,7.99,221.27,269.95,0.52,425.85,103.88,122.61,13.25,0.35,1.78
101,20120411,100.32,4.91,6.2,3.62,2.57,165.81,6.73,8.76,4.91,3.85,167.75,29.55,23.11,26.33,30.46,-262.05,35.73,24.64,17.76,71.44,1.42,245.66,281.5,0.57,417.26,115.65,129.83,15.22,0.41,2.11
102,20120412,100.12,4.11,6.14,2.22,3.92,175.88,5.87,8.49,2.52,5.97,178.31,30.37,22.27,26.32,31.33,-259.4,38.19,24.45,16.97,66.94,3.45,273.27,288.15,0.63,408.32,126.17,131.88,16.37,0.44,2.24
103,20120413,100.22,2.6,4.4,0.39,4.01,172.31,4.25,7.52,0.26,7.27,171.0,30.25,21.58,25.91,31.33,-259.41,37.89,24.15,16.36,65.56,4.69,234.64,285.35,0.54,427.11,109.75,130.75,14.29,0.39,2.0
104,20120414,100.44,3.38,5.75,1.05,4.7,195.0,5.17,8.16,1.26,6.9,197.62,31.19,21.11,26.15,32.2,-259.56,38.91,25.32,15.87,61.12,0.1,267.88,284.75,0.62,428.85,123.98,130.31,16.06,0.43,2.2
105,20120415,100.38,2.55,4.35,0.55,3.8,248.38,3.94,7.76,0.77,7.0,248.25,31.17,19.71,25.44,32.13,-258.29,38.89,24.04,14.65,57.44,0.01,251.01,281.54,0.57,425.57,117.32,129.46,15.05,0.4,2.04
106,20120416,100.23,2.15,5.47,0.09,5.38,214.88,3.45,8.03,0.05,7.98,223.94,31.41,21.01,26.22,33.01,-259.35,38.85,25.06,15.87,60.19,0.1,243.16,266.05,0.55,421.93,111.02,119.66,13.71,0.36,1.84
